,date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
982706,2020-01-01,GB,0.0,0.0,,,0.0,0.0,,
982707,2020-01-02,GB,0.0,0.0,,,0.0,0.0,,
982708,2020-01-03,GB,0.0,0.0,,,0.0,0.0,,
982709,2020-01-04,GB,0.0,0.0,,,0.0,0.0,,
982710,2020-01-05,GB,0.0,0.0,,,0.0,0.0,,
982711,2020-01-06,GB,0.0,0.0,,,0.0,0.0,,
982712,2020-01-07,GB,0.0,0.0,,,0.0,0.0,,
982713,2020-01-08,GB,0.0,0.0,,,0.0,0.0,,
982714,2020-01-09,GB,0.0,0.0,,,0.0,0.0,,
982715,2020-01-10,GB,0.0,0.0,,,0.0,0.0,,
982716,2020-01-11,GB,0.0,0.0,,,0.0,0.0,,
982717,2020-01-12,GB,0.0,0.0,,,0.0,0.0,,
982718,2020-01-13,GB,0.0,0.0,,,0.0,0.0,,
982719,2020-01-14,GB,0.0,0.0,,,0.0,0.0,,
982720,2020-01-15,GB,0.0,0.0,,,0.0,0.0,,
982721,2020-01-16,GB,0.0,0.0,,,0.0,0.0,,
982722,2020-01-17,GB,0.0,0.0,,,0.0,0.0,,
982723,2020-01-18,GB,0.0,0.0,,,0.0,0.0,,
982724,2020-01-19,GB,0.0,0.0,,,0.0,0.0,,
982725,2020-01-20,GB,0.0,0.0,,,0.0,0.0,,
982726,2020-01-21,GB,0.0,0.0,,,0.0,0.0,,
982727,2020-01-22,GB,0.0,0.0,,,0.0,0.0,,
982728,2020-01-23,GB,0.0,0.0,,,0.0,0.0,,
982729,2020-01-24,GB,0.0,0.0,,,0.0,0.0,,
982730,2020-01-25,GB,0.0,0.0,,,0.0,0.0,,
982731,2020-01-26,GB,0.0,0.0,,,0.0,0.0,,
982732,2020-01-27,GB,0.0,0.0,,,0.0,0.0,,
982733,2020-01-28,GB,0.0,0.0,,,0.0,0.0,,
982734,2020-01-29,GB,0.0,0.0,,,0.0,0.0,,
982735,2020-01-30,GB,1.0,0.0,,,1.0,0.0,,0.0
982736,2020-01-31,GB,0.0,0.0,,,1.0,0.0,,0.0
982737,2020-02-01,GB,0.0,0.0,,,1.0,0.0,,0.0
982738,2020-02-02,GB,1.0,0.0,,,2.0,0.0,,0.0
982739,2020-02-03,GB,18.0,0.0,,,20.0,0.0,,0.0
982740,2020-02-04,GB,0.0,0.0,,,20.0,0.0,,0.0
982741,2020-02-05,GB,1.0,0.0,,,21.0,0.0,,0.0
982742,2020-02-06,GB,0.0,0.0,,,21.0,0.0,,0.0
982743,2020-02-07,GB,0.0,0.0,,,21.0,0.0,,0.0
982744,2020-02-08,GB,3.0,0.0,,,24.0,0.0,,0.0
982745,2020-02-09,GB,1.0,0.0,,,25.0,0.0,,0.0
982746,2020-02-10,GB,1.0,0.0,,,26.0,0.0,,0.0
982747,2020-02-11,GB,4.0,0.0,,,30.0,0.0,,0.0
982748,2020-02-12,GB,1.0,0.0,,,31.0,0.0,,0.0
982749,2020-02-13,GB,1.0,0.0,,,32.0,0.0,,0.0
982750,2020-02-14,GB,0.0,0.0,,,32.0,0.0,,0.0
982751,2020-02-15,GB,0.0,0.0,,,32.0,0.0,,0.0
982752,2020-02-16,GB,0.0,0.0,,,32.0,0.0,,0.0
982753,2020-02-17,GB,1.0,0.0,,,33.0,0.0,,0.0
982754,2020-02-18,GB,0.0,0.0,,,33.0,0.0,,0.0
982755,2020-02-19,GB,0.0,0.0,,,33.0,0.0,,0.0
982756,2020-02-20,GB,0.0,0.0,,,33.0,0.0,,0.0
982757,2020-02-21,GB,2.0,0.0,,,35.0,0.0,,0.0
982758,2020-02-22,GB,0.0,0.0,,,35.0,0.0,,0.0
982759,2020-02-23,GB,6.0,0.0,,,41.0,0.0,,0.0
982760,2020-02-24,GB,2.0,0.0,,,43.0,0.0,,0.0
982761,2020-02-25,GB,3.0,0.0,,,46.0,0.0,,0.0
982762,2020-02-26,GB,2.0,0.0,,,48.0,0.0,,0.0
982763,2020-02-27,GB,8.0,0.0,,,56.0,0.0,,0.0
982764,2020-02-28,GB,12.0,0.0,,,68.0,0.0,,0.0
982765,2020-02-29,GB,4.0,0.0,,,72.0,0.0,,0.0
982766,2020-03-01,GB,20.0,0.0,,,92.0,0.0,,0.0
982767,2020-03-02,GB,41.0,1.0,,,133.0,1.0,,0.0
982768,2020-03-03,GB,57.0,2.0,,,190.0,3.0,,0.0
982769,2020-03-04,GB,56.0,0.0,,,246.0,0.0,,0.0
982770,2020-03-05,GB,49.0,3.0,,,295.0,6.0,,0.0
982771,2020-03-06,GB,83.0,0.0,,,378.0,0.0,,0.0
982772,2020-03-07,GB,68.0,0.0,,,446.0,0.0,,0.0
982773,2020-03-08,GB,55.0,3.0,,,501.0,9.0,,0.0
982774,2020-03-09,GB,148.0,5.0,,,649.0,14.0,,0.0
982775,2020-03-10,GB,265.0,3.0,,,914.0,17.0,,0.0
982776,2020-03-11,GB,403.0,8.0,,,1317.0,25.0,,0.0
982777,2020-03-12,GB,484.0,13.0,,,1801.0,38.0,,0.0
982778,2020-03-13,GB,478.0,16.0,,,2279.0,54.0,,0.0
982779,2020-03-14,GB,352.0,22.0,,,2631.0,76.0,,0.0
982780,2020-03-15,GB,441.0,32.0,,,3072.0,108.0,,0.0
982781,2020-03-16,GB,602.0,47.0,,,3674.0,155.0,,0.0
982782,2020-03-17,GB,783.0,53.0,,,4457.0,208.0,,0.0
982783,2020-03-18,GB,980.0,68.0,,,5437.0,276.0,,0.0
982784,2020-03-19,GB,1040.0,73.0,,,6477.0,349.0,,0.0
982785,2020-03-20,GB,1253.0,109.0,,,7730.0,458.0,,0.0
982786,2020-03-21,GB,1183.0,130.0,,,8913.0,588.0,,0.0
982787,2020-03-22,GB,1361.0,164.0,,,10274.0,752.0,,0.0
982788,2020-03-23,GB,2289.0,186.0,,,12563.0,938.0,,0.0
982789,2020-03-24,GB,2353.0,237.0,,,14916.0,1175.0,,0.0
982790,2020-03-25,GB,2666.0,303.0,,,17582.0,1478.0,,0.0
982791,2020-03-26,GB,3039.0,363.0,,,20621.0,1841.0,,0.0
982792,2020-03-27,GB,3154.0,398.0,,,23775.0,2239.0,,0.0
982793,2020-03-28,GB,2774.0,436.0,,,26549.0,2675.0,,0.0
982794,2020-03-29,GB,2818.0,507.0,,,29367.0,3182.0,,0.0
982795,2020-03-30,GB,4195.0,590.0,,,33562.0,3772.0,,0.0
982796,2020-03-31,GB,4463.0,662.0,,11896.0,38025.0,4434.0,,155174.0
982797,2020-04-01,GB,4891.0,769.0,,11947.0,42916.0,5203.0,,167237.0
982798,2020-04-02,GB,4824.0,805.0,,13623.0,47740.0,6008.0,,182352.0
982799,2020-04-03,GB,4853.0,840.0,,14629.0,52593.0,6848.0,,223578.0
982800,2020-04-04,GB,3976.0,906.0,,16080.0,56569.0,7754.0,,239658.0
982801,2020-04-05,GB,3556.0,917.0,,13238.0,60125.0,8671.0,,252896.0
982802,2020-04-06,GB,5273.0,895.0,,13775.0,65398.0,9566.0,,267303.0
982803,2020-04-07,GB,5477.0,998.0,,14423.0,70875.0,10564.0,,281726.0
982804,2020-04-08,GB,5146.0,1077.0,,16443.0,76021.0,11641.0,,298169.0
982805,2020-04-09,GB,4875.0,1002.0,,19116.0,80896.0,12643.0,,316836.0
982806,2020-04-10,GB,4327.0,944.0,,18091.0,85223.0,13587.0,,334974.0
982807,2020-04-11,GB,3585.0,956.0,,18000.0,88808.0,14543.0,,352974.0
982808,2020-04-12,GB,3507.0,957.0,,14506.0,92315.0,15500.0,,367667.0
982809,2020-04-13,GB,4203.0,896.0,,14982.0,96518.0,16396.0,,382650.0
982810,2020-04-14,GB,4335.0,859.0,,15994.0,100853.0,17255.0,,398916.0
982811,2020-04-15,GB,5070.0,878.0,,18665.0,105923.0,18133.0,,417649.0
982812,2020-04-16,GB,5292.0,843.0,,21328.0,111215.0,18976.0,,438991.0
982813,2020-04-17,GB,4977.0,819.0,,21389.0,116192.0,19795.0,,460437.0
982814,2020-04-18,GB,4744.0,800.0,,21626.0,120936.0,20595.0,,482063.0
982815,2020-04-19,GB,3881.0,770.0,,19316.0,124817.0,21365.0,,501379.0
982816,2020-04-20,GB,4441.0,783.0,,17970.0,129258.0,22148.0,,537121.0
982817,2020-04-21,GB,4795.0,745.0,,22814.0,134053.0,22893.0,,559935.0
982818,2020-04-22,GB,5517.0,731.0,,23560.0,139570.0,23624.0,,583496.0
982819,2020-04-23,GB,5167.0,678.0,,28532.0,144737.0,24302.0,,612031.0
982820,2020-04-24,GB,4961.0,682.0,,28760.0,149698.0,24984.0,,640792.0
982821,2020-04-25,GB,3757.0,646.0,,29058.0,153455.0,25630.0,,669850.0
982822,2020-04-26,GB,3476.0,633.0,,31610.0,156931.0,26263.0,,701460.0
982823,2020-04-27,GB,4739.0,595.0,,33287.0,161670.0,26858.0,,734860.0
982824,2020-04-28,GB,4719.0,559.0,,45505.0,166389.0,27417.0,,780366.0
982825,2020-04-29,GB,5433.0,573.0,,66793.0,171822.0,27990.0,,849296.0
982826,2020-04-30,GB,4961.0,551.0,,84215.0,176783.0,28541.0,,933455.0
982827,2020-05-01,GB,4766.0,568.0,,74893.0,181549.0,29109.0,,1008348.0
982828,2020-05-02,GB,3258.0,494.0,,63559.0,184807.0,29603.0,,1071909.0
982829,2020-05-03,GB,3002.0,450.0,,68817.0,187809.0,30053.0,,1140726.0
982830,2020-05-04,GB,3398.0,484.0,,73068.0,191207.0,30537.0,,1220764.0
982831,2020-05-05,GB,3686.0,465.0,,67444.0,194893.0,31002.0,,1283443.0
982832,2020-05-06,GB,3832.0,460.0,,74761.0,198725.0,31462.0,,1360595.0
982833,2020-05-07,GB,3787.0,461.0,,78912.0,202512.0,31923.0,,1439506.0
982834,2020-05-08,GB,3064.0,384.0,,77892.0,205576.0,32307.0,,1517402.0
982835,2020-05-09,GB,2170.0,379.0,,77202.0,207746.0,32686.0,,1594604.0
982836,2020-05-10,GB,2337.0,348.0,,76942.0,210083.0,33034.0,,1671546.0
982837,2020-05-11,GB,3612.0,309.0,,70360.0,213695.0,33343.0,,1741989.0
982838,2020-05-12,GB,3410.0,321.0,,74859.0,217105.0,33664.0,,1816848.0
982839,2020-05-13,GB,3330.0,317.0,,83472.0,220435.0,33981.0,,1901014.0
982840,2020-05-14,GB,2630.0,334.0,,85166.0,223065.0,34315.0,,1986193.0
982841,2020-05-15,GB,2530.0,314.0,,93934.0,225595.0,34629.0,,2082174.0
982842,2020-05-16,GB,2082.0,314.0,,93353.0,227677.0,34943.0,,2175527.0
982843,2020-05-17,GB,1837.0,266.0,,82141.0,229514.0,35209.0,,2257668.0
982844,2020-05-18,GB,2581.0,293.0,,72532.0,232095.0,35502.0,,2330252.0
982845,2020-05-19,GB,3063.0,275.0,,88126.0,235158.0,35777.0,,2410097.0
982846,2020-05-20,GB,2719.0,270.0,,87819.0,237877.0,36047.0,,2497915.0
982847,2020-05-21,GB,2567.0,239.0,,107919.0,240444.0,36286.0,,2605843.0
982848,2020-05-22,GB,2057.0,223.0,,92143.0,242501.0,36509.0,,2697987.0
982849,2020-05-23,GB,1532.0,220.0,,92312.0,244033.0,36729.0,,2790296.0
982850,2020-05-24,GB,1373.0,197.0,,59633.0,245406.0,36926.0,,2849932.0
982851,2020-05-25,GB,1625.0,200.0,,78478.0,247031.0,37126.0,,2998370.0
982852,2020-05-26,GB,2070.0,214.0,,78099.0,249101.0,37340.0,,3076645.0
982853,2020-05-27,GB,1825.0,198.0,,83014.0,250926.0,37538.0,,3159661.0
982854,2020-05-28,GB,1757.0,217.0,,102734.0,252683.0,37755.0,,3262396.0
982855,2020-05-29,GB,1531.0,186.0,,106552.0,254214.0,37941.0,,3368948.0
982856,2020-05-30,GB,1132.0,163.0,,97387.0,255346.0,38104.0,,3466338.0
982857,2020-05-31,GB,1080.0,127.0,,105434.0,256426.0,38231.0,,3638278.0
982858,2020-06-01,GB,1439.0,134.0,,101571.0,257865.0,38365.0,,3739808.0
982859,2020-06-02,GB,1492.0,168.0,,129183.0,259357.0,38533.0,,3869621.0
982860,2020-06-03,GB,1369.0,155.0,,143443.0,260726.0,38688.0,,4011931.0
982861,2020-06-04,GB,1249.0,134.0,,144224.0,261975.0,38822.0,,4157311.0
982862,2020-06-05,GB,1123.0,123.0,,145009.0,263098.0,38945.0,,4304282.0
982863,2020-06-06,GB,804.0,111.0,,117581.0,263902.0,39056.0,,4422335.0
982864,2020-06-07,GB,722.0,128.0,,104122.0,264624.0,39184.0,,4527480.0
982865,2020-06-08,GB,1099.0,125.0,,98445.0,265723.0,39309.0,,4662107.0
982866,2020-06-09,GB,1165.0,90.0,,133102.0,266888.0,39399.0,,4795468.0
982867,2020-06-10,GB,1196.0,110.0,,145509.0,268084.0,39509.0,,4941550.0
982868,2020-06-11,GB,1013.0,81.0,,149344.0,269097.0,39590.0,,5092695.0
982869,2020-06-12,GB,1053.0,80.0,,147099.0,270150.0,39670.0,,5241174.0
982870,2020-06-13,GB,886.0,62.0,,120409.0,271036.0,39732.0,,5364875.0
982871,2020-06-14,GB,826.0,86.0,,83965.0,271862.0,39818.0,,5449760.0
982872,2020-06-15,GB,1045.0,71.0,,101337.0,272907.0,39889.0,,5552801.0
982873,2020-06-16,GB,1103.0,85.0,,122435.0,274010.0,39974.0,,5675283.0
982874,2020-06-17,GB,1017.0,59.0,,131631.0,275027.0,40033.0,,5808862.0
982875,2020-06-18,GB,1022.0,61.0,,135854.0,276049.0,40094.0,,5948476.0
982876,2020-06-19,GB,993.0,52.0,,133535.0,277042.0,40146.0,,6082480.0
982877,2020-06-20,GB,683.0,60.0,,117971.0,277725.0,40206.0,,6201735.0
982878,2020-06-21,GB,636.0,54.0,,76514.0,278361.0,40260.0,,6278432.0
982879,2020-06-22,GB,899.0,64.0,,102957.0,279260.0,40324.0,,6384549.0
982880,2020-06-23,GB,883.0,65.0,,130680.0,280143.0,40389.0,,6507342.0
982881,2020-06-24,GB,777.0,74.0,,140303.0,280920.0,40463.0,,6648415.0
982882,2020-06-25,GB,726.0,68.0,,155176.0,281646.0,40531.0,,6847145.0
982883,2020-06-26,GB,666.0,42.0,,144928.0,282312.0,40573.0,,6992073.0
982884,2020-06-27,GB,653.0,51.0,,117741.0,282965.0,40624.0,,7109814.0
982885,2020-06-28,GB,449.0,45.0,,90229.0,283414.0,40669.0,,7208646.0
982886,2020-06-29,GB,724.0,39.0,,105384.0,284138.0,40708.0,,7331986.0
982887,2020-06-30,GB,623.0,47.0,,144787.0,284761.0,40755.0,,7486285.0
982888,2020-07-01,GB,652.0,26.0,,157131.0,285413.0,40781.0,,7643831.0
982889,2020-07-02,GB,606.0,43.0,,169259.0,286019.0,40824.0,,7812218.0
982890,2020-07-03,GB,568.0,30.0,,172566.0,286587.0,40854.0,,7985271.0
982891,2020-07-04,GB,399.0,33.0,,126100.0,286986.0,40887.0,,8111677.0
982892,2020-07-05,GB,558.0,28.0,,97315.0,287544.0,40915.0,,8210372.0
982893,2020-07-06,GB,714.0,37.0,,94284.0,288258.0,40952.0,,8305032.0
982894,2020-07-07,GB,609.0,27.0,,126238.0,288867.0,40979.0,,8431626.0
982895,2020-07-08,GB,713.0,24.0,,153092.0,289580.0,41003.0,,8584627.0
982896,2020-07-09,GB,722.0,37.0,,161796.0,290302.0,41040.0,,8746603.0
982897,2020-07-10,GB,568.0,23.0,,154864.0,290870.0,41063.0,,8901570.0
982898,2020-07-11,GB,459.0,21.0,,134890.0,291329.0,41084.0,,9036673.0
982899,2020-07-12,GB,366.0,14.0,,101927.0,291695.0,41098.0,,9139226.0
982900,2020-07-13,GB,740.0,26.0,,97403.0,292435.0,41124.0,,9235686.0
982901,2020-07-14,GB,705.0,21.0,,132121.0,293140.0,41145.0,,9368703.0
982902,2020-07-15,GB,777.0,20.0,,152063.0,293917.0,41165.0,,9524251.0
982903,2020-07-16,GB,712.0,13.0,,165966.0,294629.0,41178.0,,9690514.0
982904,2020-07-17,GB,582.0,18.0,,177625.0,295211.0,41196.0,,9868579.0
982905,2020-07-18,GB,505.0,15.0,,140393.0,295716.0,41211.0,,10009148.0
982906,2020-07-19,GB,448.0,14.0,,120968.0,296164.0,41225.0,,10130116.0
982907,2020-07-20,GB,830.0,12.0,,101741.0,296994.0,41237.0,,10232901.0
982908,2020-07-21,GB,788.0,21.0,,142559.0,297782.0,41258.0,,10375459.0
982909,2020-07-22,GB,816.0,18.0,,147595.0,298598.0,41276.0,,10523054.0
982910,2020-07-23,GB,808.0,16.0,,152133.0,299406.0,41292.0,,10675176.0
982911,2020-07-24,GB,774.0,7.0,,157229.0,300180.0,41299.0,,10832984.0
982912,2020-07-25,GB,530.0,17.0,,142954.0,300710.0,41316.0,,10975936.0
982913,2020-07-26,GB,563.0,17.0,,113424.0,301273.0,41333.0,,11095717.0
982914,2020-07-27,GB,869.0,13.0,,99090.0,302142.0,41346.0,,11195038.0
982915,2020-07-28,GB,856.0,12.0,,154946.0,302998.0,41358.0,,11349983.0
982916,2020-07-29,GB,1062.0,12.0,,165480.0,304060.0,41370.0,,11515652.0
982917,2020-07-30,GB,946.0,10.0,,206656.0,305006.0,41380.0,,11722733.0
982918,2020-07-31,GB,698.0,14.0,,190220.0,305704.0,41394.0,,11912950.0
982919,2020-08-01,GB,559.0,11.0,,162088.0,306263.0,41405.0,,12075267.0
982920,2020-08-02,GB,564.0,10.0,,163786.0,306827.0,41415.0,,12250937.0
982921,2020-08-03,GB,1060.0,16.0,,158666.0,307887.0,41431.0,,12407146.0
982922,2020-08-04,GB,1066.0,14.0,,163422.0,308953.0,41445.0,,12571991.0
982923,2020-08-05,GB,1092.0,6.0,,174519.0,310045.0,41451.0,,12748043.0
982924,2020-08-06,GB,1105.0,9.0,,185980.0,311150.0,41460.0,,12938980.0
982925,2020-08-07,GB,973.0,13.0,,181864.0,312123.0,41473.0,,13121091.0
982926,2020-08-08,GB,710.0,14.0,,165176.0,312833.0,41487.0,,13286362.0
982927,2020-08-09,GB,627.0,9.0,,166207.0,313460.0,41496.0,,13453361.0
982928,2020-08-10,GB,1499.0,13.0,,164061.0,314959.0,41509.0,,13618470.0
982929,2020-08-11,GB,1378.0,10.0,,166311.0,316337.0,41519.0,,13785297.0
982930,2020-08-12,GB,1242.0,8.0,,184444.0,317579.0,41527.0,,13971512.0
982931,2020-08-13,GB,1156.0,9.0,,169857.0,318735.0,41536.0,,14142736.0
982932,2020-08-14,GB,1185.0,7.0,,177957.0,319920.0,41543.0,,14320621.0
982933,2020-08-15,GB,714.0,13.0,,182987.0,320634.0,41556.0,,14503645.0
982934,2020-08-16,GB,602.0,4.0,,169276.0,321236.0,41560.0,,14674841.0
982935,2020-08-17,GB,1298.0,12.0,,150174.0,322534.0,41572.0,,14825051.0
982936,2020-08-18,GB,1116.0,9.0,,163010.0,323650.0,41581.0,,14988134.0
982937,2020-08-19,GB,1282.0,4.0,,190434.0,324932.0,41585.0,,15177265.0
982938,2020-08-20,GB,1498.0,8.0,,183933.0,326430.0,41593.0,,15363416.0
982939,2020-08-21,GB,1218.0,7.0,,191360.0,327648.0,41600.0,,15554879.0
982940,2020-08-22,GB,842.0,9.0,,181455.0,328490.0,41609.0,,15736334.0
982941,2020-08-23,GB,831.0,16.0,,175209.0,329321.0,41625.0,,15912155.0
982942,2020-08-24,GB,1301.0,6.0,,153393.0,330622.0,41631.0,,16065561.0
982943,2020-08-25,GB,1270.0,13.0,,186500.0,331892.0,41644.0,,16273209.0
982944,2020-08-26,GB,1388.0,11.0,,208835.0,333280.0,41655.0,,16483449.0
982945,2020-08-27,GB,1591.0,9.0,,203416.0,334871.0,41664.0,,16698964.0
982946,2020-08-28,GB,1632.0,11.0,,197211.0,336503.0,41675.0,,16896834.0
982947,2020-08-29,GB,1230.0,5.0,,183510.0,337733.0,41680.0,,17080344.0
982948,2020-08-30,GB,1171.0,6.0,,182065.0,338904.0,41686.0,,17262409.0
982949,2020-08-31,GB,1513.0,10.0,,181934.0,340417.0,41696.0,,17444343.0
982950,2020-09-01,GB,2288.0,5.0,,175687.0,342705.0,41701.0,,17619897.0
982951,2020-09-02,GB,3077.0,11.0,,203221.0,345782.0,41712.0,,17823349.0
982952,2020-09-03,GB,3152.0,10.0,,206883.0,348934.0,41722.0,,18031292.0
982953,2020-09-04,GB,3092.0,9.0,,210463.0,352026.0,41731.0,,18240704.0
982954,2020-09-05,GB,2551.0,13.0,,191588.0,354577.0,41744.0,,18432292.0
982955,2020-09-06,GB,2465.0,9.0,,189974.0,357042.0,41753.0,,18625666.0
982956,2020-09-07,GB,3931.0,15.0,,195692.0,360973.0,41768.0,,18823212.0
982957,2020-09-08,GB,3370.0,10.0,,209609.0,364343.0,41778.0,,19060505.0
982958,2020-09-09,GB,3365.0,10.0,,227465.0,367708.0,41788.0,,19293329.0
982959,2020-09-10,GB,3628.0,13.0,,240312.0,371336.0,41801.0,,19542389.0
982960,2020-09-11,GB,3324.0,13.0,,250839.0,374660.0,41814.0,,19832981.0
982961,2020-09-12,GB,2670.0,18.0,,231969.0,377330.0,41832.0,,20064950.0
982962,2020-09-13,GB,2154.0,17.0,,227075.0,379484.0,41849.0,,20292025.0
982963,2020-09-14,GB,3428.0,21.0,,221192.0,382912.0,41870.0,,20521243.0
982964,2020-09-15,GB,3551.0,18.0,,288822.0,386463.0,41888.0,,20811196.0
982965,2020-09-16,GB,4399.0,27.0,,285296.0,390862.0,41915.0,,21099610.0
982966,2020-09-17,GB,4675.0,28.0,,267294.0,395537.0,41943.0,,21368297.0
982967,2020-09-18,GB,4973.0,24.0,,289911.0,400510.0,41967.0,,21659184.0
982968,2020-09-19,GB,4889.0,21.0,,265697.0,405399.0,41988.0,,21924881.0
982969,2020-09-20,GB,5340.0,32.0,,247099.0,410739.0,42020.0,,22171979.0
982970,2020-09-21,GB,5627.0,27.0,,219677.0,416366.0,42047.0,,22393731.0
982971,2020-09-22,GB,6441.0,40.0,,247083.0,422807.0,42087.0,,22621213.0
982972,2020-09-23,GB,7096.0,58.0,,269276.0,429903.0,42145.0,,22905284.0
982973,2020-09-24,GB,7682.0,35.0,,274435.0,437585.0,42180.0,,23192768.0
982974,2020-09-25,GB,7318.0,33.0,,298023.0,444903.0,42213.0,,23492213.0
982975,2020-09-26,GB,6810.0,40.0,,259782.0,451713.0,42253.0,,23751995.0
982976,2020-09-27,GB,7023.0,49.0,,267096.0,458736.0,42302.0,,24019091.0
982977,2020-09-28,GB,9983.0,54.0,,233827.0,468719.0,42356.0,,24253396.0
982978,2020-09-29,GB,10366.0,48.0,,238875.0,479085.0,42404.0,,24512866.0
982979,2020-09-30,GB,12717.0,57.0,,260572.0,491802.0,42461.0,,24776365.0
982980,2020-10-01,GB,13357.0,67.0,,271880.0,505159.0,42528.0,,25053421.0
982981,2020-10-02,GB,13854.0,70.0,,276327.0,519013.0,42598.0,,25330030.0
982982,2020-10-03,GB,11667.0,67.0,,287478.0,530680.0,42665.0,,25617508.0
982983,2020-10-04,GB,11953.0,60.0,,251828.0,542633.0,42725.0,,25869336.0
982984,2020-10-05,GB,16753.0,72.0,,279549.0,559386.0,42797.0,,26153569.0
982985,2020-10-06,GB,17250.0,71.0,,266406.0,576636.0,42868.0,,26425017.0
982986,2020-10-07,GB,18573.0,102.0,,258256.0,595209.0,42970.0,,26684760.0
982987,2020-10-08,GB,18425.0,95.0,,289512.0,613634.0,43065.0,,26992618.0
982988,2020-10-09,GB,15893.0,80.0,,302228.0,629527.0,43145.0,,27294846.0
982989,2020-10-10,GB,12648.0,105.0,,280996.0,642175.0,43250.0,,27575841.0
982990,2020-10-11,GB,12202.0,125.0,,258965.0,654377.0,43375.0,,27834806.0
982991,2020-10-12,GB,19671.0,114.0,,224545.0,674048.0,43489.0,,28061484.0
982992,2020-10-13,GB,19116.0,111.0,,270433.0,693164.0,43600.0,,28378932.0
982993,2020-10-14,GB,19920.0,117.0,,298700.0,713084.0,43717.0,,28683607.0
982994,2020-10-15,GB,18607.0,151.0,,308726.0,731691.0,43868.0,,28992751.0
982995,2020-10-16,GB,17915.0,150.0,,317642.0,749606.0,44018.0,,29310390.0
982996,2020-10-17,GB,14882.0,179.0,,308094.0,764488.0,44197.0,,29618484.0
982997,2020-10-18,GB,14311.0,161.0,,306947.0,778799.0,44358.0,,29925431.0
982998,2020-10-19,GB,25872.0,192.0,,266052.0,804671.0,44550.0,,30193733.0
982999,2020-10-20,GB,25613.0,200.0,,285682.0,830284.0,44750.0,,30490795.0
983000,2020-10-21,GB,25714.0,221.0,,315196.0,855998.0,44971.0,,30816131.0
983001,2020-10-22,GB,23475.0,236.0,,344122.0,879473.0,45207.0,,31165166.0
983002,2020-10-23,GB,21694.0,224.0,,350370.0,901167.0,45431.0,,31515972.0
983003,2020-10-24,GB,16434.0,214.0,,318112.0,917601.0,45645.0,,31834084.0
983004,2020-10-25,GB,15896.0,252.0,,321711.0,933497.0,45897.0,,32155795.0
983005,2020-10-26,GB,26807.0,283.0,,267189.0,960304.0,46180.0,,32425481.0
983006,2020-10-27,GB,24350.0,269.0,,312873.0,984654.0,46449.0,,32755061.0
983007,2020-10-28,GB,23901.0,287.0,,344290.0,1008555.0,46736.0,,33099491.0
983008,2020-10-29,GB,23614.0,314.0,,377709.0,1032169.0,47050.0,,33479500.0
983009,2020-10-30,GB,22890.0,340.0,,329543.0,1055059.0,47390.0,,33812687.0
983010,2020-10-31,GB,16673.0,326.0,,305889.0,1071732.0,47716.0,,34121466.0
983011,2020-11-01,GB,15970.0,361.0,,281609.0,1087702.0,48077.0,,34404990.0
983012,2020-11-02,GB,31925.0,343.0,,221799.0,1119627.0,48420.0,,34641799.0
983013,2020-11-03,GB,25943.0,363.0,,277066.0,1145570.0,48783.0,,34930006.0
983014,2020-11-04,GB,24027.0,329.0,,309000.0,1169597.0,49112.0,,35251116.0
983015,2020-11-05,GB,24062.0,383.0,,356376.0,1193659.0,49495.0,,35611108.0
983016,2020-11-06,GB,23660.0,402.0,,362436.0,1217319.0,49897.0,,35973636.0
983017,2020-11-07,GB,18766.0,395.0,,330639.0,1236085.0,50292.0,,36304554.0
983018,2020-11-08,GB,20245.0,419.0,,284742.0,1256330.0,50711.0,,36592352.0
983019,2020-11-09,GB,31511.0,487.0,,253031.0,1287841.0,51198.0,,36846231.0
983020,2020-11-10,GB,27789.0,392.0,,310996.0,1315630.0,51590.0,,37156950.0
983021,2020-11-11,GB,27757.0,392.0,,381759.0,1343387.0,51982.0,,37543614.0
983022,2020-11-12,GB,24826.0,423.0,,382551.0,1368213.0,52405.0,,37927033.0
983023,2020-11-13,GB,24389.0,439.0,,385312.0,1392602.0,52844.0,,38312459.0
983024,2020-11-14,GB,18223.0,438.0,,342578.0,1410825.0,53282.0,,38655144.0
983025,2020-11-15,GB,16232.0,458.0,,284592.0,1427057.0,53740.0,,38938447.0
983026,2020-11-16,GB,26951.0,425.0,,239933.0,1454008.0,54165.0,,39197362.0
983027,2020-11-17,GB,23487.0,444.0,,288783.0,1477495.0,54609.0,,39491325.0
983028,2020-11-18,GB,21080.0,493.0,,367219.0,1498575.0,55102.0,,39868912.0
983029,2020-11-19,GB,18041.0,466.0,,397852.0,1516616.0,55568.0,,40274972.0
983030,2020-11-20,GB,17100.0,457.0,,397835.0,1533716.0,56025.0,,40672888.0
983031,2020-11-21,GB,12533.0,470.0,,365104.0,1546249.0,56495.0,,41038806.0
983032,2020-11-22,GB,11895.0,479.0,,278653.0,1558144.0,56974.0,,41321913.0
983033,2020-11-23,GB,19024.0,465.0,,218594.0,1577168.0,57439.0,,41542416.0
983034,2020-11-24,GB,16677.0,465.0,,316284.0,1593845.0,57904.0,,41869040.0
