,date,location_key,new_confirmed,new_deceased,new_recovered,new_tested,cumulative_confirmed,cumulative_deceased,cumulative_recovered,cumulative_tested
713282,2020-02-26,SG,3.0,0.0,,,96.0,0.0,,
713283,2020-02-27,SG,2.0,0.0,,,98.0,0.0,,
713284,2020-02-28,SG,4.0,0.0,,,102.0,0.0,,
713285,2020-02-29,SG,4.0,0.0,,,106.0,0.0,,
713286,2020-03-01,SG,2.0,0.0,,,108.0,0.0,,
713287,2020-03-02,SG,2.0,0.0,,,110.0,0.0,,
713288,2020-03-03,SG,2.0,0.0,,,112.0,0.0,,
713289,2020-03-04,SG,5.0,0.0,,,117.0,0.0,,
713290,2020-03-05,SG,13.0,0.0,,,130.0,0.0,,
713291,2020-03-06,SG,8.0,0.0,,,138.0,0.0,,
713292,2020-03-07,SG,12.0,0.0,,,150.0,0.0,,
713293,2020-03-08,SG,10.0,0.0,,,160.0,0.0,,
713294,2020-03-09,SG,6.0,0.0,,,166.0,0.0,,
713295,2020-03-10,SG,12.0,0.0,,,178.0,0.0,,
713296,2020-03-11,SG,9.0,0.0,,,187.0,0.0,,
713297,2020-03-12,SG,13.0,0.0,,,200.0,0.0,,
713298,2020-03-13,SG,12.0,0.0,,,212.0,0.0,,
713299,2020-03-14,SG,14.0,0.0,,,226.0,0.0,,
713300,2020-03-15,SG,17.0,0.0,,,243.0,0.0,,
713301,2020-03-16,SG,23.0,0.0,,,266.0,0.0,,
713302,2020-03-17,SG,47.0,0.0,,,313.0,0.0,,
713303,2020-03-18,SG,32.0,0.0,,,345.0,0.0,,
713304,2020-03-19,SG,40.0,2.0,,,385.0,2.0,,
713305,2020-03-20,SG,47.0,0.0,,,432.0,2.0,,
713306,2020-03-21,SG,23.0,0.0,,,455.0,2.0,,
713307,2020-03-22,SG,54.0,0.0,,,509.0,2.0,,
713308,2020-03-23,SG,49.0,0.0,,,558.0,2.0,,
713309,2020-03-24,SG,73.0,0.0,,,631.0,2.0,,
713310,2020-03-25,SG,52.0,0.0,,,683.0,2.0,,
713311,2020-03-26,SG,49.0,0.0,,,732.0,2.0,,
713312,2020-03-27,SG,70.0,0.0,,,802.0,2.0,,
713313,2020-03-28,SG,42.0,1.0,,,844.0,3.0,,
713314,2020-03-29,SG,35.0,0.0,,,879.0,3.0,,
713315,2020-03-30,SG,47.0,0.0,,,926.0,3.0,,
713316,2020-03-31,SG,74.0,0.0,,,1000.0,3.0,,
713317,2020-04-01,SG,49.0,1.0,,,1049.0,4.0,,
713318,2020-04-02,SG,65.0,1.0,,,1114.0,5.0,,
713319,2020-04-03,SG,75.0,0.0,,,1189.0,5.0,,
713320,2020-04-04,SG,120.0,1.0,,,1309.0,6.0,,
713321,2020-04-05,SG,66.0,0.0,,,1375.0,6.0,,
713322,2020-04-06,SG,106.0,0.0,,,1481.0,6.0,,
713323,2020-04-07,SG,142.0,0.0,,,1623.0,6.0,,
