,school_closing,workplace_closing,cancel_public_events,restrictions_on_gatherings,public_transport_closing,stay_at_home_requirements,restrictions_on_internal_movement,international_travel_controls,income_support,public_information_campaigns,facial_coverings,vaccination_policy,date,location_key,stringency_index
120790,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-01,GB,8.33
120791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-02,GB,11.11
120792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-03,GB,11.11
120793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-04,GB,11.11
120794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-05,GB,11.11
120795,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-06,GB,11.11
120796,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-07,GB,11.11
120797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-08,GB,11.11
120798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-09,GB,11.11
120799,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-10,GB,11.11
120800,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-11,GB,11.11
120801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-12,GB,11.11
120802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-13,GB,11.11
120803,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-14,GB,11.11
120804,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-15,GB,11.11
120805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-16,GB,11.11
120806,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-17,GB,11.11
120807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-18,GB,11.11
120808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-19,GB,11.11
120809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-20,GB,11.11
120810,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-21,GB,11.11
120811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-22,GB,11.11
120812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-23,GB,11.11
120813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-24,GB,11.11
120814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-25,GB,11.11
120815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-26,GB,11.11
120816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-27,GB,11.11
120817,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-28,GB,11.11
120818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-02-29,GB,11.11
120819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-01,GB,11.11
120820,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-02,GB,11.11
120821,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-03,GB,11.11
120822,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-04,GB,11.11
120823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-05,GB,11.11
120824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-06,GB,11.11
120825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-07,GB,11.11
120826,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-08,GB,11.11
120827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-09,GB,11.11
120828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-10,GB,11.11
120829,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-11,GB,11.11
120830,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-12,GB,11.11
120831,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-13,GB,12.96
120832,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-14,GB,12.96
120833,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-15,GB,12.96
120834,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-16,GB,16.67
120835,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-17,GB,22.22
120836,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-18,GB,31.48
120837,3.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,2020-03-19,GB,31.48
120838,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2020-03-20,GB,37.04
120839,3.0,3.0,2.0,0.0,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,2020-03-21,GB,47.22
120840,3.0,3.0,2.0,0.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-22,GB,62.04
120841,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-23,GB,78.24
120842,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-24,GB,79.63
120843,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-25,GB,79.63
120844,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-26,GB,79.63
120845,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-27,GB,79.63
120846,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-28,GB,79.63
120847,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-29,GB,79.63
120848,3.0,3.0,2.0,4.0,1.0,2.0,2.0,0.0,2.0,2.0,0.0,0.0,2020-03-30,GB,79.63
