,date,location_key,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated,new_vaccine_doses_administered,cumulative_vaccine_doses_administered,new_persons_vaccinated_pfizer,cumulative_persons_vaccinated_pfizer,new_persons_fully_vaccinated_pfizer,cumulative_persons_fully_vaccinated_pfizer,new_vaccine_doses_administered_pfizer,cumulative_vaccine_doses_administered_pfizer,new_persons_vaccinated_moderna,cumulative_persons_vaccinated_moderna,new_persons_fully_vaccinated_moderna,cumulative_persons_fully_vaccinated_moderna,new_vaccine_doses_administered_moderna,cumulative_vaccine_doses_administered_moderna,new_persons_vaccinated_janssen,cumulative_persons_vaccinated_janssen,new_persons_fully_vaccinated_janssen,cumulative_persons_fully_vaccinated_janssen,new_vaccine_doses_administered_janssen,cumulative_vaccine_doses_administered_janssen,new_persons_vaccinated_sinovac,total_persons_vaccinated_sinovac,new_persons_fully_vaccinated_sinovac,total_persons_fully_vaccinated_sinovac,new_vaccine_doses_administered_sinovac,total_vaccine_doses_administered_sinovac
907470,2022-08-04,SG,157.0,5020579.0,261.0,4994288.0,1444.0,14274075.0,,,,,,,,,,,,,,,,,,,,,,,,
907471,2022-08-05,SG,166.0,5020745.0,394.0,4994682.0,2014.0,14276089.0,,,,,,,,,,,,,,,,,,,,,,,,
907472,2022-08-06,SG,132.0,5020877.0,295.0,4994977.0,1671.0,14277760.0,,,,,,,,,,,,,,,,,,,,,,,,
907473,2022-08-07,SG,51.0,5020928.0,119.0,4995096.0,616.0,14278376.0,,,,,,,,,,,,,,,,,,,,,,,,
907474,2022-08-08,SG,164.0,5021092.0,286.0,4995382.0,1716.0,14280092.0,,,,,,,,,,,,,,,,,,,,,,,,
907475,2022-08-09,SG,46.0,5021138.0,66.0,4995448.0,228.0,14280320.0,,,,,,,,,,,,,,,,,,,,,,,,
907476,2022-08-10,SG,169.0,5021307.0,347.0,4995795.0,1851.0,14282171.0,,,,,,,,,,,,,,,,,,,,,,,,
907477,2022-08-11,SG,122.0,5021429.0,288.0,4996083.0,1457.0,14283628.0,,,,,,,,,,,,,,,,,,,,,,,,
907478,2022-08-12,SG,137.0,5021566.0,323.0,4996406.0,1795.0,14285423.0,,,,,,,,,,,,,,,,,,,,,,,,
907479,2022-08-13,SG,100.0,5021666.0,268.0,4996674.0,1484.0,14286907.0,,,,,,,,,,,,,,,,,,,,,,,,
907480,2022-08-14,SG,31.0,5021697.0,94.0,4996768.0,415.0,14287322.0,,,,,,,,,,,,,,,,,,,,,,,,
907481,2022-08-15,SG,136.0,5021833.0,309.0,4997077.0,1753.0,14289075.0,,,,,,,,,,,,,,,,,,,,,,,,
907482,2022-08-16,SG,119.0,5021952.0,213.0,4997290.0,1404.0,14290479.0,,,,,,,,,,,,,,,,,,,,,,,,
907483,2022-08-17,SG,103.0,5022055.0,194.0,4997484.0,1280.0,14291759.0,,,,,,,,,,,,,,,,,,,,,,,,
907484,2022-08-18,SG,90.0,5022145.0,191.0,4997675.0,1307.0,14293066.0,,,,,,,,,,,,,,,,,,,,,,,,
907485,2022-08-19,SG,109.0,5022254.0,307.0,4997982.0,1709.0,14294775.0,,,,,,,,,,,,,,,,,,,,,,,,
907486,2022-08-20,SG,88.0,5022342.0,334.0,4998316.0,1674.0,14296449.0,,,,,,,,,,,,,,,,,,,,,,,,
907487,2022-08-21,SG,28.0,5022370.0,118.0,4998434.0,543.0,14296992.0,,,,,,,,,,,,,,,,,,,,,,,,
907488,2022-08-22,SG,81.0,5022451.0,278.0,4998712.0,1575.0,14298567.0,,,,,,,,,,,,,,,,,,,,,,,,
907489,2022-08-23,SG,59.0,5022510.0,239.0,4998951.0,1232.0,14299799.0,,,,,,,,,,,,,,,,,,,,,,,,
907490,2022-08-24,SG,83.0,5022593.0,221.0,4999172.0,1204.0,14301003.0,,,,,,,,,,,,,,,,,,,,,,,,
907491,2022-08-25,SG,95.0,5022688.0,308.0,4999480.0,1320.0,14302323.0,,,,,,,,,,,,,,,,,,,,,,,,
907492,2022-08-26,SG,119.0,5022807.0,419.0,4999899.0,1702.0,14304025.0,,,,,,,,,,,,,,,,,,,,,,,,
907493,2022-08-27,SG,71.0,5022878.0,384.0,5000283.0,1651.0,14305676.0,,,,,,,,,,,,,,,,,,,,,,,,
907494,2022-08-28,SG,21.0,5022899.0,135.0,5000418.0,547.0,14306223.0,,,,,,,,,,,,,,,,,,,,,,,,
907495,2022-08-29,SG,82.0,5022981.0,284.0,5000702.0,1560.0,14307783.0,,,,,,,,,,,,,,,,,,,,,,,,
907496,2022-08-30,SG,65.0,5023046.0,237.0,5000939.0,1196.0,14308979.0,,,,,,,,,,,,,,,,,,,,,,,,
907497,2022-08-31,SG,79.0,5023125.0,283.0,5001222.0,1315.0,14310294.0,,,,,,,,,,,,,,,,,,,,,,,,
907498,2022-09-01,SG,121.0,5023246.0,334.0,5001556.0,1562.0,14311856.0,,,,,,,,,,,,,,,,,,,,,,,,
907499,2022-09-02,SG,189.0,5023435.0,435.0,5001991.0,2014.0,14313870.0,,,,,,,,,,,,,,,,,,,,,,,,
907500,2022-09-03,SG,109.0,5023544.0,326.0,5002317.0,1537.0,14315407.0,,,,,,,,,,,,,,,,,,,,,,,,
907501,2022-09-04,SG,42.0,5023586.0,134.0,5002451.0,561.0,14315968.0,,,,,,,,,,,,,,,,,,,,,,,,
907502,2022-09-05,SG,145.0,5023731.0,365.0,5002816.0,1781.0,14317749.0,,,,,,,,,,,,,,,,,,,,,,,,
907503,2022-09-06,SG,139.0,5023870.0,364.0,5003180.0,1562.0,14319311.0,,,,,,,,,,,,,,,,,,,,,,,,
907504,2022-09-07,SG,146.0,5024016.0,352.0,5003532.0,1489.0,14320800.0,,,,,,,,,,,,,,,,,,,,,,,,
907505,2022-09-08,SG,89.0,5024105.0,284.0,5003816.0,1316.0,14322116.0,,,,,,,,,,,,,,,,,,,,,,,,
907506,2022-09-09,SG,115.0,5024220.0,345.0,5004161.0,1568.0,14323684.0,,,,,,,,,,,,,,,,,,,,,,,,
907507,2022-09-10,SG,81.0,5024301.0,251.0,5004412.0,1076.0,14324760.0,,,,,,,,,,,,,,,,,,,,,,,,
907508,2022-09-11,SG,23.0,5024324.0,86.0,5004498.0,344.0,14325104.0,,,,,,,,,,,,,,,,,,,,,,,,
907509,2022-09-12,SG,60.0,5024384.0,195.0,5004693.0,1190.0,14326294.0,,,,,,,,,,,,,,,,,,,,,,,,
