,search_trends_fever,search_trends_low_grade_fever,search_trends_chills,search_trends_cough,search_trends_shallow_breathing,search_trends_shortness_of_breath,search_trends_fatigue,search_trends_muscle_weakness,search_trends_cluster_headache,search_trends_headache,search_trends_sore_throat,search_trends_nasal_congestion,search_trends_nausea,search_trends_vomiting,search_trends_diarrhea,date,location_key
9547,4.12,0.07,0.33,8.24,0.07,1.13,6.28,0.17,0.32,4.94,3.45,2.11,2.11,3.41,4.75,2021-11-04,GB
9548,4.09,0.11,0.31,7.75,0.07,0.92,5.72,0.27,0.26,4.21,3.25,2.06,2.09,3.31,4.67,2021-11-05,GB
9549,3.95,0.09,0.28,7.85,0.04,0.93,5.49,0.21,0.23,4.92,3.05,2.23,2.14,3.5,4.88,2021-11-06,GB
9550,4.17,0.09,0.26,8.56,0.06,1.0,6.17,0.21,0.23,4.96,3.27,2.32,2.53,4.12,5.14,2021-11-07,GB
9551,4.73,0.09,0.37,9.09,0.08,1.19,6.83,0.24,0.26,5.06,3.38,2.23,2.26,3.92,5.39,2021-11-08,GB
9552,4.85,0.09,0.32,8.74,0.06,1.16,7.15,0.24,0.28,5.07,3.46,2.19,2.09,3.52,5.08,2021-11-09,GB
9553,4.73,0.07,0.26,8.68,0.06,1.15,6.83,0.26,0.31,5.02,3.61,2.2,2.11,3.57,5.19,2021-11-10,GB
9554,4.32,0.12,0.3,8.38,0.07,1.08,6.53,0.24,0.26,4.98,3.12,2.3,2.17,3.58,4.83,2021-11-11,GB
9555,3.95,0.06,0.29,7.74,0.05,1.11,6.17,0.23,0.32,4.68,2.98,2.09,2.02,3.43,4.77,2021-11-12,GB
9556,4.13,0.08,0.26,8.47,0.09,0.99,6.16,0.2,0.24,4.55,3.1,2.07,2.24,3.75,4.76,2021-11-13,GB
9557,4.47,0.06,0.29,8.76,0.09,1.1,6.3,0.17,0.28,5.14,3.35,2.5,2.3,4.1,5.28,2021-11-14,GB
9558,4.73,0.1,0.37,8.99,0.08,1.13,6.72,0.23,0.29,4.98,3.44,2.36,2.11,3.82,5.4,2021-11-15,GB
9559,4.86,0.11,0.36,8.99,0.06,1.1,6.85,0.24,0.29,5.13,3.55,2.26,2.42,4.01,5.01,2021-11-16,GB
9560,4.59,0.08,0.27,8.66,0.07,1.11,6.54,0.24,0.26,4.64,3.51,2.16,2.22,4.03,5.0,2021-11-17,GB
9561,4.35,0.08,0.28,8.41,0.07,1.14,6.4,0.19,0.24,4.92,3.34,2.1,2.17,3.76,5.1,2021-11-18,GB
9562,4.11,0.08,0.27,7.95,0.06,0.98,5.73,0.34,0.3,4.49,3.14,2.21,2.02,3.54,4.64,2021-11-19,GB
9563,4.12,0.1,0.29,8.74,0.07,0.9,5.72,0.21,0.29,4.58,3.03,2.49,2.31,3.88,4.73,2021-11-20,GB
9564,4.53,0.1,0.39,8.93,0.06,1.05,6.0,0.2,0.25,4.92,3.38,2.39,2.17,4.43,5.0,2021-11-21,GB
9565,4.96,0.09,0.37,9.14,0.07,1.13,6.46,0.25,0.3,4.76,3.41,2.38,2.27,4.21,5.22,2021-11-22,GB
9566,4.77,0.1,0.29,9.01,0.05,1.12,6.48,0.24,0.31,4.71,3.55,2.42,2.13,3.74,4.87,2021-11-23,GB
9567,4.56,0.07,0.31,9.1,0.07,1.05,6.33,0.24,0.29,4.6,3.39,2.3,2.18,3.66,4.79,2021-11-24,GB
9568,4.3,0.08,0.31,8.54,0.05,1.07,5.71,0.21,0.24,4.35,3.29,2.17,2.03,3.4,4.4,2021-11-25,GB
9569,4.0,0.08,0.25,7.49,0.1,0.93,5.38,0.16,0.22,3.88,3.18,2.31,1.91,3.23,4.01,2021-11-26,GB
9570,4.06,0.07,0.28,7.95,0.15,0.88,4.88,0.15,0.19,3.85,3.33,2.39,1.88,3.48,4.34,2021-11-27,GB
9571,4.76,0.1,0.34,8.57,0.07,0.86,5.54,0.18,0.21,4.42,3.57,2.72,2.11,3.83,4.54,2021-11-28,GB
9572,4.93,0.09,0.31,9.26,0.06,1.08,6.11,0.18,0.25,4.47,3.87,2.42,2.08,3.8,4.77,2021-11-29,GB
9573,5.01,0.11,0.37,8.9,0.07,0.99,6.6,0.21,0.25,4.46,3.6,2.42,2.23,3.9,4.68,2021-11-30,GB
9574,4.49,0.1,0.31,8.68,0.07,1.04,5.99,0.21,0.23,4.42,3.38,2.42,2.06,3.68,4.47,2021-12-01,GB
9575,4.37,0.09,0.25,8.34,0.07,0.99,5.78,0.33,0.25,4.42,3.55,2.19,2.23,3.89,4.53,2021-12-02,GB
9576,4.13,0.05,0.32,8.54,0.06,1.02,5.98,0.19,0.26,4.29,3.34,2.4,1.95,3.48,4.5,2021-12-03,GB
9577,3.93,0.09,0.26,8.27,0.05,1.02,5.43,0.2,0.24,5.34,3.27,2.32,2.31,3.97,4.76,2021-12-04,GB
9578,4.27,0.09,0.35,8.92,0.05,0.98,5.95,0.18,0.28,4.93,3.67,2.54,2.41,4.2,4.96,2021-12-05,GB
9579,4.7,0.07,0.33,9.26,0.06,1.27,6.45,0.23,0.26,4.5,3.67,2.45,2.3,4.1,5.25,2021-12-06,GB
9580,4.79,0.08,0.33,8.59,0.05,1.11,6.36,0.24,0.2,4.49,3.65,2.44,2.21,3.83,4.92,2021-12-07,GB
9581,4.4,0.09,0.32,8.55,0.07,1.16,5.97,0.21,0.24,4.27,3.52,2.29,2.31,3.82,4.89,2021-12-08,GB
9582,4.44,0.07,0.27,8.68,0.07,1.16,6.17,0.26,0.29,4.67,3.68,2.34,2.44,3.84,4.85,2021-12-09,GB
9583,4.17,0.06,0.25,7.85,0.05,1.02,5.47,0.18,0.25,4.05,3.4,2.32,2.13,3.45,4.54,2021-12-10,GB
9584,4.12,0.07,0.21,8.14,0.06,0.86,5.12,0.18,0.23,4.71,3.3,2.49,2.57,3.92,4.68,2021-12-11,GB
9585,4.72,0.11,0.33,8.63,0.08,1.02,5.71,0.19,0.24,4.97,3.44,2.6,2.49,4.4,5.38,2021-12-12,GB
9586,5.1,0.11,0.36,8.96,0.08,1.31,6.28,0.23,0.26,4.66,3.72,2.22,2.32,4.15,5.43,2021-12-13,GB
9587,5.13,0.11,0.3,8.68,0.07,1.12,6.26,0.21,0.28,4.64,3.63,2.35,2.29,3.83,5.03,2021-12-14,GB
9588,4.72,0.11,0.31,8.47,0.07,1.14,6.15,0.17,0.25,4.62,3.5,2.31,2.31,3.73,4.49,2021-12-15,GB
9589,4.44,0.1,0.28,8.4,0.07,0.98,5.7,0.24,0.3,4.45,3.44,2.28,2.06,3.31,4.3,2021-12-16,GB
9590,4.27,0.09,0.28,7.92,0.06,1.03,5.14,0.2,0.25,4.11,3.25,2.32,2.11,3.31,4.21,2021-12-17,GB
9591,4.49,0.08,0.27,8.35,0.06,0.85,5.06,0.19,0.21,4.69,3.41,2.56,2.2,3.69,4.45,2021-12-18,GB
9592,4.85,0.09,0.36,8.96,0.07,0.92,5.57,0.15,0.34,4.76,3.6,2.73,2.28,3.84,4.88,2021-12-19,GB
9593,5.33,0.14,0.37,9.7,0.06,1.06,6.2,0.2,0.24,4.64,4.05,2.83,2.33,4.03,4.76,2021-12-20,GB
9594,5.49,0.15,0.41,9.56,0.06,0.98,6.01,0.19,0.28,4.95,4.22,2.75,2.39,4.03,4.98,2021-12-21,GB
9595,5.7,0.12,0.44,9.81,0.08,1.03,5.82,0.18,0.3,4.79,4.23,2.87,2.55,3.88,5.01,2021-12-22,GB
9596,5.25,0.13,0.41,9.57,0.08,1.04,5.66,0.19,0.29,4.88,4.14,3.08,2.47,3.95,5.01,2021-12-23,GB
9597,4.55,0.13,0.28,8.07,0.07,1.01,5.37,0.21,0.26,4.57,3.71,2.63,2.53,4.39,4.68,2021-12-24,GB
9598,4.15,0.11,0.28,7.53,0.06,0.93,4.27,0.14,0.25,4.04,3.31,2.26,2.2,3.84,4.53,2021-12-25,GB
9599,4.71,0.11,0.39,8.65,0.06,1.02,5.42,0.17,0.19,4.53,4.07,2.87,2.37,4.12,5.32,2021-12-26,GB
9600,5.1,0.12,0.35,9.61,0.08,1.25,6.26,0.17,0.19,5.07,4.26,2.95,2.48,4.44,5.58,2021-12-27,GB
9601,5.83,0.13,0.44,10.08,0.09,1.22,6.93,0.25,0.28,5.37,4.48,3.03,2.63,4.33,5.58,2021-12-28,GB
9602,5.93,0.17,0.45,9.8,0.07,1.31,7.29,0.21,0.29,5.4,4.41,3.19,2.79,4.26,5.67,2021-12-29,GB
9603,6.01,0.16,0.37,9.52,0.05,1.27,7.03,0.24,0.28,5.58,4.06,3.04,2.74,4.04,5.34,2021-12-30,GB
9604,5.28,0.15,0.34,8.1,0.06,1.07,5.85,0.23,0.27,5.15,3.61,2.62,2.7,4.02,4.82,2021-12-31,GB
9605,4.99,0.15,0.39,8.32,0.09,1.16,6.32,0.27,0.33,5.89,3.68,2.67,3.06,4.77,5.35,2022-01-01,GB
9606,5.01,0.07,0.34,8.94,0.06,1.27,6.87,0.18,0.2,5.24,3.97,2.61,2.68,3.79,5.12,2022-01-02,GB
9607,5.18,0.13,0.42,8.73,0.08,1.14,7.36,0.18,0.25,5.32,3.96,2.77,2.77,4.11,5.28,2022-01-03,GB
9608,5.17,0.12,0.4,8.63,0.09,1.2,7.11,0.19,0.3,5.43,3.64,2.14,2.58,3.61,4.84,2022-01-04,GB
9609,4.86,0.13,0.4,8.35,0.1,1.33,7.25,0.24,0.24,5.23,3.41,2.38,2.47,3.59,4.75,2022-01-05,GB
9610,4.61,0.11,0.35,7.7,0.06,1.15,6.88,0.18,0.28,5.3,3.15,2.35,2.39,3.38,4.65,2022-01-06,GB
9611,4.14,0.09,0.29,7.45,0.07,1.13,6.24,0.26,0.3,4.93,2.97,2.17,2.11,3.15,4.26,2022-01-07,GB
9612,4.31,0.09,0.37,7.21,0.09,1.18,6.39,0.2,0.37,5.26,2.84,2.38,2.38,3.57,5.11,2022-01-08,GB
9613,4.53,0.1,0.37,7.08,0.09,1.12,7.01,0.18,0.27,5.33,2.94,2.24,2.33,3.85,4.86,2022-01-09,GB
9614,4.64,0.1,0.39,7.19,0.1,1.25,7.39,0.27,0.33,5.38,3.0,1.9,2.25,3.55,5.0,2022-01-10,GB
9615,4.57,0.07,0.32,6.76,0.07,1.22,7.45,0.28,0.3,5.13,2.74,1.88,2.41,3.52,4.83,2022-01-11,GB
9616,4.22,0.1,0.36,6.75,0.1,1.14,6.94,0.26,0.27,5.08,2.68,1.89,2.32,3.31,4.85,2022-01-12,GB
9617,4.22,0.07,0.34,6.37,0.09,1.13,6.94,0.19,0.28,5.12,2.65,1.75,2.37,3.3,4.68,2022-01-13,GB
9618,3.9,0.07,0.3,5.85,0.09,1.09,6.7,0.24,0.27,4.56,2.46,1.76,1.95,3.02,4.35,2022-01-14,GB
9619,3.92,0.06,0.32,6.3,0.07,1.01,7.06,0.19,0.26,4.85,2.48,1.96,2.21,3.32,4.46,2022-01-15,GB
9620,4.43,0.08,0.34,6.19,0.09,0.9,6.6,0.26,0.32,5.1,2.66,1.93,2.42,3.98,5.07,2022-01-16,GB
9621,4.79,0.1,0.35,6.39,0.09,1.08,6.92,0.22,0.31,5.22,2.75,1.85,2.35,3.78,5.24,2022-01-17,GB
9622,4.72,0.1,0.37,6.45,0.07,1.16,7.3,0.28,0.32,5.02,2.65,1.86,2.15,3.42,4.86,2022-01-18,GB
9623,4.71,0.09,0.39,6.22,0.05,1.11,6.89,0.22,0.28,4.92,2.54,1.76,2.21,3.29,4.8,2022-01-19,GB
9624,4.16,0.07,0.29,6.02,0.05,1.07,6.46,0.25,0.26,4.66,2.49,1.77,2.07,3.32,4.71,2022-01-20,GB
9625,4.11,0.11,0.28,5.71,0.08,0.99,6.03,0.2,0.27,4.36,2.56,1.92,2.03,3.28,4.59,2022-01-21,GB
9626,4.23,0.09,0.36,6.14,0.08,0.96,6.27,0.22,0.26,5.12,2.56,2.0,2.25,3.59,4.78,2022-01-22,GB
9627,4.47,0.11,0.34,6.6,0.11,1.15,7.23,0.2,0.26,5.32,2.82,2.05,2.5,3.96,5.3,2022-01-23,GB
9628,4.67,0.08,0.32,6.33,0.11,1.21,7.46,0.26,0.31,4.93,2.92,1.77,2.63,3.74,5.25,2022-01-24,GB
9629,4.86,0.07,0.42,6.43,0.1,1.1,7.4,0.26,0.28,5.0,2.97,2.0,2.34,3.8,5.12,2022-01-25,GB
9630,4.4,0.1,0.33,6.12,0.07,1.02,7.21,0.22,0.26,4.76,2.74,1.89,2.34,3.45,5.01,2022-01-26,GB
9631,4.3,0.06,0.27,6.04,0.07,1.12,7.28,0.23,0.33,5.09,2.48,1.8,2.3,3.74,5.12,2022-01-27,GB
9632,4.11,0.09,0.29,5.71,0.08,0.96,6.36,0.2,0.25,4.82,2.51,1.85,1.99,3.88,4.76,2022-01-28,GB
9633,3.93,0.07,0.25,5.65,0.06,0.94,6.33,0.18,0.31,4.86,2.52,1.84,2.33,3.83,4.6,2022-01-29,GB
9634,4.09,0.09,0.3,6.12,0.08,0.93,6.77,0.25,0.24,5.03,2.77,2.02,2.33,3.88,5.28,2022-01-30,GB
9635,4.23,0.1,0.33,6.04,0.09,1.09,7.11,0.2,0.25,4.8,2.98,1.87,2.35,3.58,5.32,2022-01-31,GB
9636,4.43,0.07,0.33,6.03,0.09,1.1,7.2,0.19,0.29,4.84,2.87,1.91,2.35,3.54,4.96,2022-02-01,GB
9637,4.34,0.08,0.3,6.21,0.07,1.08,7.27,0.23,0.28,4.91,2.91,1.74,2.32,3.49,5.07,2022-02-02,GB
9638,3.92,0.07,0.27,5.75,0.09,1.06,7.19,0.21,0.34,4.82,2.69,1.65,2.15,3.5,4.94,2022-02-03,GB
9639,3.52,0.06,0.25,5.34,0.07,0.99,6.28,0.23,0.24,4.46,2.35,1.83,2.03,3.26,4.56,2022-02-04,GB
9640,3.82,0.1,0.28,5.8,0.07,0.91,6.13,0.21,0.31,5.02,2.57,2.07,2.27,3.78,5.22,2022-02-05,GB
9641,3.98,0.11,0.37,5.89,0.1,1.18,6.81,0.24,0.31,5.12,2.65,1.98,2.4,4.39,5.93,2022-02-06,GB
9642,4.09,0.08,0.34,6.19,0.05,1.05,7.55,0.25,0.26,5.06,2.89,1.87,2.52,4.11,5.82,2022-02-07,GB
9643,4.34,0.09,0.31,6.33,0.07,1.28,7.72,0.27,0.34,6.52,2.93,1.93,2.46,4.15,5.3,2022-02-08,GB
9644,5.22,0.07,0.32,5.98,0.09,1.04,6.82,0.27,0.21,5.01,2.7,1.81,2.19,3.5,5.24,2022-02-09,GB
9645,7.68,0.05,0.25,5.76,0.04,1.15,6.96,0.23,0.3,4.72,2.7,1.91,2.21,3.77,5.31,2022-02-10,GB
9646,18.25,0.07,0.33,5.39,0.05,0.97,6.62,0.21,0.26,4.46,2.57,1.75,2.1,3.48,4.88,2022-02-11,GB
9647,7.67,0.06,0.3,5.76,0.06,0.88,6.67,0.21,0.26,4.95,2.67,1.92,2.25,3.74,5.07,2022-02-12,GB
9648,5.06,0.05,0.33,5.94,0.08,1.05,6.94,0.19,0.25,5.2,2.93,1.91,2.5,5.27,5.83,2022-02-13,GB
9649,4.58,0.06,0.28,6.01,0.08,1.05,6.73,0.27,0.28,4.65,2.83,1.9,2.26,4.19,5.86,2022-02-14,GB
9650,4.98,0.08,0.3,6.35,0.08,1.12,7.15,0.26,0.29,5.04,3.06,1.86,2.33,4.13,5.72,2022-02-15,GB
9651,4.42,0.07,0.3,5.92,0.09,1.06,6.96,0.28,0.32,4.94,2.94,1.83,2.44,4.11,5.3,2022-02-16,GB
9652,4.02,0.1,0.26,5.92,0.09,1.15,6.75,0.24,0.26,4.6,2.88,1.76,2.27,3.8,5.55,2022-02-17,GB
9653,3.5,0.06,0.24,5.42,0.07,1.02,5.77,0.21,0.29,4.73,2.45,1.68,2.21,3.62,4.98,2022-02-18,GB
9654,3.68,0.05,0.26,5.39,0.06,0.88,5.82,0.2,0.26,4.72,2.49,1.84,2.03,3.52,4.89,2022-02-19,GB
9655,3.83,0.06,0.26,5.79,0.09,0.91,6.14,0.25,0.34,4.98,2.66,1.99,2.51,4.1,5.53,2022-02-20,GB
9656,4.11,0.08,0.35,6.14,0.06,1.08,6.91,0.23,0.25,5.21,2.89,1.86,2.31,4.3,5.76,2022-02-21,GB
9657,4.15,0.05,0.33,6.39,0.06,1.21,7.15,0.32,0.26,5.27,2.93,1.96,2.5,4.24,5.65,2022-02-22,GB
9658,4.05,0.06,0.38,5.78,0.07,1.04,6.9,0.27,0.3,4.96,2.79,1.9,2.5,4.14,5.28,2022-02-23,GB
9659,3.64,0.05,0.27,5.67,0.07,1.03,6.56,0.22,0.25,4.84,2.64,1.78,2.54,4.3,5.08,2022-02-24,GB
9660,3.3,0.08,0.2,5.46,0.06,0.97,5.84,0.21,0.23,4.73,2.58,1.76,2.4,4.4,5.02,2022-02-25,GB
9661,3.42,0.07,0.31,5.46,0.07,0.89,5.94,0.23,0.31,5.27,2.61,1.95,2.38,3.89,5.18,2022-02-26,GB
9662,3.69,0.07,0.25,5.58,0.07,1.01,6.57,0.23,0.26,5.17,2.63,1.96,2.45,4.3,5.81,2022-02-27,GB
9663,3.93,0.09,0.29,5.99,0.07,1.15,7.0,0.2,0.28,5.0,2.77,1.76,2.43,4.04,5.68,2022-02-28,GB
9664,3.84,0.08,0.33,5.94,0.08,0.95,6.84,0.21,0.29,4.67,2.62,1.77,2.3,4.4,5.41,2022-03-01,GB
9665,3.94,0.08,0.34,6.15,0.07,1.04,7.16,0.21,0.23,5.08,2.82,1.79,2.39,4.21,5.4,2022-03-02,GB
9666,3.8,0.09,0.33,5.94,0.06,1.03,7.05,0.24,0.27,5.22,2.62,1.83,2.35,4.08,5.47,2022-03-03,GB
9667,3.78,0.1,0.24,5.57,0.06,0.92,6.43,0.22,0.27,4.76,2.41,1.77,2.19,3.82,5.21,2022-03-04,GB
9668,3.71,0.09,0.34,5.47,0.1,1.02,5.98,0.24,0.25,4.84,2.77,1.77,2.35,4.05,5.42,2022-03-05,GB
9669,4.33,0.11,0.36,6.31,0.06,1.05,6.58,0.23,0.26,5.07,2.98,1.95,2.6,4.91,5.93,2022-03-06,GB
9670,4.45,0.11,0.39,6.75,0.09,1.13,7.34,0.29,0.23,4.91,3.1,1.85,2.61,4.71,5.99,2022-03-07,GB
9671,4.35,0.08,0.33,6.83,0.08,1.16,7.25,0.23,0.32,5.07,3.1,1.91,2.48,4.3,5.97,2022-03-08,GB
9672,4.68,0.09,0.36,6.59,0.05,1.09,7.18,0.24,0.3,5.08,3.23,2.13,2.73,4.34,6.04,2022-03-09,GB
9673,4.57,0.07,0.3,6.6,0.07,1.09,6.97,0.19,0.33,4.93,3.02,1.99,2.6,4.45,6.23,2022-03-10,GB
9674,4.56,0.1,0.25,6.28,0.07,0.97,6.7,0.23,0.26,4.55,2.89,2.08,2.47,4.3,5.55,2022-03-11,GB
9675,4.51,0.11,0.31,6.55,0.06,0.97,6.33,0.23,0.27,5.0,3.02,2.25,2.7,4.49,6.09,2022-03-12,GB
9676,4.57,0.08,0.33,6.94,0.07,1.1,6.81,0.23,0.26,5.0,3.39,1.94,2.83,4.82,6.0,2022-03-13,GB
9677,4.96,0.12,0.29,6.99,0.05,1.04,6.75,0.25,0.28,4.97,3.35,2.15,2.78,4.88,6.4,2022-03-14,GB
9678,5.43,0.11,0.34,7.19,0.08,1.11,7.06,0.26,0.31,5.03,3.46,2.02,2.6,4.47,5.76,2022-03-15,GB
9679,4.88,0.08,0.27,7.11,0.07,0.93,7.24,0.27,0.24,4.91,3.21,2.08,2.58,4.2,5.65,2022-03-16,GB
9680,4.69,0.1,0.32,6.55,0.08,0.92,6.54,0.34,0.29,4.98,3.05,2.03,2.35,4.19,5.28,2022-03-17,GB
9681,4.41,0.1,0.23,6.43,0.08,0.82,5.82,0.23,0.23,4.55,3.0,2.05,2.33,4.57,5.24,2022-03-18,GB
9682,5.09,0.08,0.28,7.15,0.06,0.85,6.28,0.22,0.24,5.06,3.28,2.26,2.59,4.76,5.61,2022-03-19,GB
9683,5.16,0.12,0.44,7.73,0.06,1.02,7.04,0.21,0.26,5.06,3.55,2.23,2.48,5.04,5.92,2022-03-20,GB
9684,5.62,0.14,0.42,8.01,0.07,1.1,7.17,0.28,0.29,5.18,3.87,2.16,2.72,5.06,6.45,2022-03-21,GB
9685,5.59,0.16,0.35,8.29,0.07,1.11,7.4,0.25,0.32,5.34,3.67,2.4,2.48,4.62,6.36,2022-03-22,GB
9686,6.08,0.13,0.44,8.62,0.07,1.16,7.92,0.28,0.34,6.11,3.9,2.49,2.81,4.84,6.43,2022-03-23,GB
9687,6.97,0.15,0.41,8.78,0.07,1.12,7.56,0.28,0.38,6.02,4.08,2.51,2.54,4.54,6.37,2022-03-24,GB
9688,6.45,0.13,0.27,8.1,0.07,1.04,6.78,0.22,0.32,5.18,3.86,2.57,2.54,4.43,5.94,2022-03-25,GB
9689,5.53,0.16,0.32,8.27,0.09,0.91,6.57,0.42,0.31,5.35,3.68,2.58,2.58,4.58,6.2,2022-03-26,GB
9690,6.43,0.15,0.44,8.91,0.1,1.11,7.53,0.25,0.29,5.42,4.25,2.44,2.83,6.04,7.18,2022-03-27,GB
9691,6.81,0.17,0.38,9.18,0.07,1.3,8.39,0.29,0.38,5.6,4.32,2.46,3.0,5.72,7.22,2022-03-28,GB
9692,6.15,0.11,0.36,9.02,0.06,1.23,8.56,0.31,0.34,5.78,4.22,2.41,2.75,5.32,7.0,2022-03-29,GB
9693,5.62,0.08,0.33,9.0,0.07,1.1,8.16,0.34,0.3,6.54,3.71,2.39,2.62,4.83,6.22,2022-03-30,GB
9694,5.12,0.14,0.34,8.15,0.08,1.24,7.43,0.21,0.27,5.51,3.43,2.25,2.47,4.78,6.39,2022-03-31,GB
9695,5.28,0.07,0.36,8.45,0.09,1.03,6.89,0.26,0.32,5.22,3.83,2.24,2.68,4.55,5.98,2022-04-01,GB
9696,5.87,0.13,0.42,8.32,0.07,0.91,7.13,0.27,0.3,5.94,3.69,2.68,2.67,5.43,6.69,2022-04-02,GB
9697,6.32,0.1,0.39,9.41,0.11,1.09,7.85,0.28,0.31,6.79,4.05,2.67,3.09,5.92,7.26,2022-04-03,GB
9698,6.22,0.13,0.41,8.91,0.07,1.37,8.32,0.27,0.35,6.23,4.21,2.62,3.05,5.81,8.4,2022-04-04,GB
9699,6.25,0.13,0.4,9.53,0.06,1.34,8.56,0.25,0.35,5.88,4.2,2.68,2.87,5.55,7.64,2022-04-05,GB
9700,6.01,0.14,0.37,9.66,0.08,1.38,8.48,0.3,0.32,5.57,3.87,2.53,2.78,5.25,7.5,2022-04-06,GB
9701,5.7,0.07,0.43,10.09,0.07,1.32,8.13,0.37,0.31,5.52,3.78,2.4,2.7,5.06,7.11,2022-04-07,GB
9702,5.07,0.09,0.32,8.1,0.07,1.16,6.77,0.28,0.32,5.49,3.72,2.36,2.75,4.95,6.81,2022-04-08,GB
9703,5.52,0.1,0.41,8.51,0.09,1.09,7.0,0.24,0.27,5.59,3.83,2.69,2.83,5.29,6.84,2022-04-09,GB
9704,5.59,0.07,0.37,8.6,0.07,1.21,7.95,0.29,0.27,5.98,3.96,2.78,2.76,5.75,7.56,2022-04-10,GB
9705,6.35,0.08,0.35,9.11,0.08,1.29,8.43,0.3,0.29,6.06,4.27,2.61,3.03,5.71,8.5,2022-04-11,GB
9706,5.98,0.09,0.39,9.35,0.07,1.34,8.32,0.25,0.28,6.07,3.96,2.51,2.86,5.19,7.87,2022-04-12,GB
9707,5.37,0.14,0.36,8.62,0.1,1.18,8.1,0.32,0.33,6.25,3.84,2.55,2.92,5.01,7.75,2022-04-13,GB
9708,5.08,0.11,0.29,8.04,0.09,1.07,8.01,0.29,0.33,5.88,3.51,2.28,2.7,4.91,7.66,2022-04-14,GB
9709,5.41,0.11,0.25,8.24,0.15,1.06,7.29,0.26,0.35,5.79,3.38,2.74,2.82,4.94,7.92,2022-04-15,GB
9710,5.27,0.1,0.26,7.63,0.07,1.05,6.99,0.24,0.3,5.73,3.1,2.3,2.73,5.33,8.76,2022-04-16,GB
9711,4.93,0.15,0.29,7.77,0.08,1.13,7.13,0.25,0.11,5.48,3.39,2.21,3.06,5.93,7.93,2022-04-17,GB
9712,5.05,0.11,0.28,7.91,0.09,1.25,8.32,0.24,0.33,5.79,3.7,2.65,2.97,5.37,7.72,2022-04-18,GB
9713,4.9,0.11,0.35,7.95,0.12,1.2,8.23,0.27,0.38,5.88,3.73,2.22,2.98,5.12,7.31,2022-04-19,GB
9714,4.58,0.07,0.3,7.52,0.06,1.19,8.04,0.28,0.33,6.0,3.26,2.24,2.82,4.62,6.88,2022-04-20,GB
9715,4.97,0.07,0.35,7.01,0.08,1.14,7.84,0.29,0.31,5.54,2.95,2.29,2.57,4.53,6.36,2022-04-21,GB
9716,4.27,0.06,0.27,6.89,0.08,1.12,7.31,0.35,0.3,5.46,3.01,2.1,2.74,4.58,6.29,2022-04-22,GB
9717,4.24,0.1,0.31,6.56,0.1,0.98,7.19,0.26,0.34,5.34,2.9,2.18,2.74,4.64,6.41,2022-04-23,GB
9718,4.62,0.11,0.34,6.92,0.07,1.18,7.85,0.26,0.33,5.72,3.06,2.05,2.92,5.13,7.02,2022-04-24,GB
9719,4.81,0.12,0.32,7.22,0.1,1.26,8.32,0.3,0.29,5.84,3.19,1.9,2.77,4.92,6.83,2022-04-25,GB
9720,4.87,0.1,0.38,6.74,0.1,1.12,8.11,0.26,0.35,5.73,3.01,1.87,2.77,4.74,6.53,2022-04-26,GB
9721,4.52,0.07,0.32,6.31,0.06,1.2,8.21,0.3,0.25,5.08,3.04,1.9,2.65,4.41,6.33,2022-04-27,GB
9722,4.31,0.09,0.32,6.01,0.05,1.18,7.79,0.34,0.31,5.39,2.86,1.79,2.69,4.36,6.23,2022-04-28,GB
9723,4.27,0.06,0.27,5.76,0.07,1.08,6.66,0.25,0.23,5.11,2.9,1.77,2.42,4.17,6.02,2022-04-29,GB
9724,4.34,0.09,0.29,6.08,0.07,0.98,6.73,0.23,0.27,5.37,2.64,1.98,2.86,4.66,6.37,2022-04-30,GB
9725,4.86,0.09,0.31,6.36,0.13,1.15,7.35,0.33,0.29,5.42,3.21,2.19,2.94,5.09,6.87,2022-05-01,GB
9726,4.67,0.11,0.3,6.73,0.1,1.29,8.59,0.21,0.28,5.43,3.37,1.99,3.25,5.43,7.31,2022-05-02,GB
9727,5.2,0.08,0.31,6.8,0.11,1.29,8.62,0.32,0.29,5.14,3.35,1.91,3.05,5.3,7.04,2022-05-03,GB
9728,4.62,0.08,0.33,6.46,0.09,1.07,8.41,0.27,0.29,5.44,3.27,1.82,2.69,4.69,6.75,2022-05-04,GB
9729,4.6,0.1,0.26,6.46,0.09,1.12,8.03,0.31,0.28,5.41,3.0,1.81,2.7,4.37,6.49,2022-05-05,GB
9730,4.38,0.09,0.25,6.37,0.09,1.15,7.77,0.25,0.28,5.17,3.11,1.89,2.64,4.37,6.51,2022-05-06,GB
9731,4.44,0.07,0.36,6.66,0.07,1.03,7.72,0.27,0.32,5.42,3.06,2.12,3.03,4.71,6.68,2022-05-07,GB
9732,4.97,0.12,0.27,6.87,0.07,1.24,8.09,0.27,0.3,5.72,3.3,1.86,2.98,5.44,7.0,2022-05-08,GB
9733,5.51,0.09,0.36,6.92,0.07,1.56,8.96,0.37,0.33,5.55,3.57,1.91,3.05,5.24,7.1,2022-05-09,GB
9734,5.25,0.1,0.28,6.96,0.06,1.25,9.12,0.33,0.37,5.38,3.37,2.05,2.89,4.62,6.81,2022-05-10,GB
9735,4.87,0.08,0.26,6.96,0.09,1.23,8.69,0.3,0.4,5.62,3.36,1.97,2.73,4.37,6.75,2022-05-11,GB
