,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
193450,2020-04-16,IN,-85.0,-44.0,-60.0,-65.0,-65.0,30.0
193451,2020-04-17,IN,-85.0,-43.0,-60.0,-65.0,-65.0,31.0
193452,2020-04-18,IN,-87.0,-50.0,-66.0,-67.0,-60.0,28.0
193453,2020-04-19,IN,-86.0,-50.0,-68.0,-65.0,-42.0,22.0
193454,2020-04-20,IN,-86.0,-47.0,-62.0,-67.0,-63.0,30.0
193455,2020-04-21,IN,-85.0,-47.0,-62.0,-66.0,-64.0,29.0
193456,2020-04-22,IN,-86.0,-46.0,-63.0,-66.0,-63.0,29.0
193457,2020-04-23,IN,-86.0,-47.0,-62.0,-66.0,-64.0,30.0
193458,2020-04-24,IN,-85.0,-44.0,-63.0,-66.0,-63.0,30.0
193459,2020-04-25,IN,-86.0,-46.0,-65.0,-66.0,-59.0,29.0
193460,2020-04-26,IN,-86.0,-51.0,-68.0,-66.0,-41.0,22.0
193461,2020-04-27,IN,-85.0,-47.0,-62.0,-67.0,-62.0,31.0
193462,2020-04-28,IN,-85.0,-46.0,-61.0,-66.0,-63.0,28.0
193463,2020-04-29,IN,-85.0,-44.0,-62.0,-64.0,-61.0,29.0
193464,2020-04-30,IN,-84.0,-43.0,-60.0,-64.0,-61.0,29.0
193465,2020-05-01,IN,-85.0,-43.0,-62.0,-65.0,-64.0,30.0
193466,2020-05-02,IN,-85.0,-44.0,-64.0,-64.0,-54.0,27.0
193467,2020-05-03,IN,-85.0,-46.0,-67.0,-63.0,-37.0,21.0
193468,2020-05-04,IN,-81.0,-35.0,-60.0,-61.0,-56.0,27.0
193469,2020-05-05,IN,-81.0,-35.0,-60.0,-59.0,-56.0,26.0
193470,2020-05-06,IN,-79.0,-30.0,-60.0,-56.0,-54.0,25.0
193471,2020-05-07,IN,-79.0,-31.0,-59.0,-57.0,-56.0,26.0
193472,2020-05-08,IN,-79.0,-28.0,-59.0,-56.0,-52.0,26.0
193473,2020-05-09,IN,-80.0,-32.0,-62.0,-57.0,-49.0,25.0
193474,2020-05-10,IN,-82.0,-39.0,-65.0,-58.0,-32.0,19.0
193475,2020-05-11,IN,-78.0,-28.0,-58.0,-56.0,-50.0,25.0
193476,2020-05-12,IN,-78.0,-28.0,-57.0,-55.0,-52.0,24.0
193477,2020-05-13,IN,-77.0,-26.0,-58.0,-53.0,-49.0,23.0
193478,2020-05-14,IN,-77.0,-27.0,-57.0,-54.0,-49.0,23.0
193479,2020-05-15,IN,-76.0,-22.0,-56.0,-52.0,-48.0,23.0
193480,2020-05-16,IN,-77.0,-25.0,-59.0,-52.0,-41.0,22.0
193481,2020-05-17,IN,-79.0,-32.0,-63.0,-54.0,-27.0,17.0
193482,2020-05-18,IN,-74.0,-21.0,-56.0,-52.0,-45.0,22.0
193483,2020-05-19,IN,-73.0,-20.0,-56.0,-50.0,-46.0,21.0
193484,2020-05-20,IN,-72.0,-21.0,-57.0,-49.0,-44.0,21.0
193485,2020-05-21,IN,-72.0,-20.0,-56.0,-49.0,-44.0,21.0
193486,2020-05-22,IN,-72.0,-17.0,-56.0,-48.0,-42.0,21.0
193487,2020-05-23,IN,-72.0,-18.0,-59.0,-48.0,-37.0,19.0
193488,2020-05-24,IN,-76.0,-28.0,-61.0,-50.0,-24.0,15.0
193489,2020-05-25,IN,-71.0,-19.0,-55.0,-51.0,-51.0,22.0
193490,2020-05-26,IN,-70.0,-16.0,-54.0,-46.0,-42.0,19.0
193491,2020-05-27,IN,-69.0,-13.0,-55.0,-45.0,-39.0,19.0
193492,2020-05-28,IN,-69.0,-14.0,-54.0,-46.0,-40.0,19.0
193493,2020-05-29,IN,-69.0,-10.0,-54.0,-45.0,-38.0,19.0
193494,2020-05-30,IN,-69.0,-12.0,-58.0,-44.0,-29.0,17.0
193495,2020-05-31,IN,-73.0,-22.0,-61.0,-46.0,-16.0,14.0
193496,2020-06-01,IN,-65.0,-4.0,-53.0,-41.0,-35.0,17.0
193497,2020-06-02,IN,-65.0,-4.0,-53.0,-40.0,-37.0,16.0
193498,2020-06-03,IN,-65.0,-4.0,-54.0,-40.0,-35.0,17.0
193499,2020-06-04,IN,-64.0,-4.0,-53.0,-39.0,-35.0,16.0
193500,2020-06-05,IN,-62.0,-2.0,-52.0,-39.0,-34.0,17.0
193501,2020-06-06,IN,-63.0,-5.0,-55.0,-39.0,-26.0,15.0
193502,2020-06-07,IN,-67.0,-14.0,-58.0,-41.0,-14.0,12.0
193503,2020-06-08,IN,-59.0,2.0,-51.0,-38.0,-32.0,15.0
193504,2020-06-09,IN,-59.0,0.0,-51.0,-37.0,-34.0,15.0
193505,2020-06-10,IN,-58.0,2.0,-51.0,-35.0,-32.0,15.0
193506,2020-06-11,IN,-57.0,2.0,-49.0,-36.0,-33.0,15.0
193507,2020-06-12,IN,-57.0,6.0,-50.0,-36.0,-33.0,15.0
193508,2020-06-13,IN,-59.0,-1.0,-53.0,-37.0,-29.0,15.0
193509,2020-06-14,IN,-64.0,-12.0,-56.0,-39.0,-14.0,12.0
193510,2020-06-15,IN,-56.0,3.0,-49.0,-37.0,-33.0,15.0
193511,2020-06-16,IN,-57.0,1.0,-48.0,-37.0,-34.0,14.0
193512,2020-06-17,IN,-56.0,3.0,-50.0,-35.0,-33.0,14.0
193513,2020-06-18,IN,-57.0,-1.0,-49.0,-38.0,-34.0,15.0
193514,2020-06-19,IN,-57.0,1.0,-50.0,-38.0,-34.0,15.0
193515,2020-06-20,IN,-59.0,-4.0,-53.0,-38.0,-25.0,13.0
193516,2020-06-21,IN,-68.0,-25.0,-58.0,-47.0,-18.0,15.0
193517,2020-06-22,IN,-55.0,4.0,-49.0,-37.0,-34.0,15.0
193518,2020-06-23,IN,-56.0,3.0,-48.0,-36.0,-36.0,15.0
193519,2020-06-24,IN,-56.0,2.0,-50.0,-36.0,-33.0,14.0
193520,2020-06-25,IN,-58.0,-2.0,-49.0,-38.0,-34.0,15.0
193521,2020-06-26,IN,-58.0,1.0,-49.0,-38.0,-33.0,15.0
193522,2020-06-27,IN,-60.0,-5.0,-53.0,-39.0,-29.0,14.0
193523,2020-06-28,IN,-65.0,-17.0,-57.0,-42.0,-16.0,12.0
193524,2020-06-29,IN,-57.0,-1.0,-49.0,-39.0,-33.0,15.0
193525,2020-06-30,IN,-55.0,0.0,-48.0,-38.0,-35.0,14.0
193526,2020-07-01,IN,-56.0,0.0,-49.0,-38.0,-33.0,14.0
193527,2020-07-02,IN,-56.0,-2.0,-48.0,-39.0,-34.0,15.0
193528,2020-07-03,IN,-57.0,0.0,-49.0,-39.0,-33.0,16.0
193529,2020-07-04,IN,-59.0,-5.0,-53.0,-40.0,-26.0,14.0
193530,2020-07-05,IN,-68.0,-23.0,-57.0,-48.0,-20.0,14.0
193531,2020-07-06,IN,-56.0,-1.0,-49.0,-40.0,-33.0,15.0
193532,2020-07-07,IN,-56.0,-2.0,-48.0,-39.0,-35.0,15.0
193533,2020-07-08,IN,-56.0,-3.0,-50.0,-39.0,-32.0,15.0
193534,2020-07-09,IN,-57.0,-4.0,-49.0,-40.0,-33.0,15.0
193535,2020-07-10,IN,-57.0,-1.0,-50.0,-39.0,-33.0,16.0
193536,2020-07-11,IN,-61.0,-12.0,-54.0,-43.0,-32.0,16.0
193537,2020-07-12,IN,-71.0,-30.0,-58.0,-51.0,-22.0,15.0
193538,2020-07-13,IN,-55.0,0.0,-49.0,-40.0,-33.0,15.0
193539,2020-07-14,IN,-58.0,-5.0,-49.0,-41.0,-36.0,16.0
193540,2020-07-15,IN,-59.0,-9.0,-51.0,-41.0,-34.0,17.0
193541,2020-07-16,IN,-59.0,-10.0,-50.0,-42.0,-35.0,17.0
193542,2020-07-17,IN,-59.0,-7.0,-50.0,-41.0,-34.0,17.0
193543,2020-07-18,IN,-64.0,-18.0,-54.0,-44.0,-30.0,17.0
193544,2020-07-19,IN,-71.0,-32.0,-58.0,-51.0,-23.0,15.0
193545,2020-07-20,IN,-58.0,-9.0,-50.0,-43.0,-36.0,17.0
193546,2020-07-21,IN,-59.0,-11.0,-50.0,-42.0,-37.0,17.0
193547,2020-07-22,IN,-57.0,-6.0,-51.0,-39.0,-33.0,16.0
193548,2020-07-23,IN,-59.0,-13.0,-51.0,-43.0,-36.0,17.0
193549,2020-07-24,IN,-57.0,-4.0,-48.0,-39.0,-32.0,16.0
193550,2020-07-25,IN,-64.0,-21.0,-54.0,-45.0,-33.0,18.0
193551,2020-07-26,IN,-70.0,-31.0,-57.0,-49.0,-22.0,15.0
193552,2020-07-27,IN,-56.0,-6.0,-48.0,-39.0,-33.0,16.0
193553,2020-07-28,IN,-57.0,-9.0,-49.0,-39.0,-35.0,16.0
193554,2020-07-29,IN,-57.0,-10.0,-51.0,-40.0,-35.0,16.0
193555,2020-07-30,IN,-54.0,-1.0,-47.0,-37.0,-33.0,15.0
193556,2020-07-31,IN,-54.0,0.0,-47.0,-37.0,-34.0,16.0
193557,2020-08-01,IN,-59.0,-13.0,-51.0,-41.0,-36.0,16.0
193558,2020-08-02,IN,-61.0,-16.0,-54.0,-42.0,-19.0,12.0
193559,2020-08-03,IN,-55.0,-6.0,-45.0,-39.0,-47.0,15.0
193560,2020-08-04,IN,-55.0,-8.0,-48.0,-39.0,-36.0,14.0
193561,2020-08-05,IN,-54.0,-18.0,-56.0,-43.0,-34.0,15.0
193562,2020-08-06,IN,-51.0,-11.0,-53.0,-39.0,-32.0,14.0
193563,2020-08-07,IN,-50.0,-5.0,-51.0,-37.0,-29.0,12.0
193564,2020-08-08,IN,-56.0,-19.0,-57.0,-43.0,-29.0,14.0
193565,2020-08-09,IN,-62.0,-29.0,-59.0,-45.0,-15.0,11.0
193566,2020-08-10,IN,-46.0,-2.0,-51.0,-36.0,-30.0,12.0
193567,2020-08-11,IN,-48.0,-6.0,-51.0,-37.0,-34.0,13.0
193568,2020-08-12,IN,-49.0,-10.0,-53.0,-39.0,-36.0,15.0
193569,2020-08-13,IN,-50.0,-12.0,-52.0,-39.0,-32.0,14.0
193570,2020-08-14,IN,-47.0,-4.0,-51.0,-35.0,-29.0,13.0
193571,2020-08-15,IN,-56.0,-20.0,-55.0,-43.0,-42.0,16.0
193572,2020-08-16,IN,-61.0,-28.0,-59.0,-45.0,-15.0,11.0
193573,2020-08-17,IN,-46.0,-4.0,-50.0,-35.0,-28.0,12.0
193574,2020-08-18,IN,-47.0,-5.0,-49.0,-35.0,-29.0,12.0
193575,2020-08-19,IN,-47.0,-5.0,-51.0,-34.0,-28.0,13.0
193576,2020-08-20,IN,-49.0,-10.0,-52.0,-37.0,-31.0,13.0
193577,2020-08-21,IN,-47.0,-2.0,-51.0,-34.0,-30.0,14.0
193578,2020-08-22,IN,-56.0,-19.0,-55.0,-40.0,-34.0,15.0
193579,2020-08-23,IN,-61.0,-29.0,-57.0,-43.0,-14.0,11.0
193580,2020-08-24,IN,-45.0,-2.0,-48.0,-33.0,-28.0,12.0
193581,2020-08-25,IN,-45.0,-4.0,-48.0,-33.0,-29.0,12.0
193582,2020-08-26,IN,-46.0,-4.0,-50.0,-32.0,-26.0,12.0
193583,2020-08-27,IN,-48.0,-10.0,-49.0,-36.0,-29.0,13.0
193584,2020-08-28,IN,-46.0,-3.0,-48.0,-33.0,-27.0,13.0
193585,2020-08-29,IN,-52.0,-13.0,-52.0,-36.0,-22.0,12.0
193586,2020-08-30,IN,-58.0,-24.0,-54.0,-40.0,-12.0,11.0
193587,2020-08-31,IN,-45.0,-7.0,-47.0,-35.0,-31.0,13.0
193588,2020-09-01,IN,-44.0,-3.0,-45.0,-32.0,-32.0,12.0
193589,2020-09-02,IN,-44.0,-3.0,-48.0,-31.0,-27.0,12.0
193590,2020-09-03,IN,-44.0,-4.0,-47.0,-33.0,-28.0,13.0
193591,2020-09-04,IN,-43.0,0.0,-47.0,-31.0,-27.0,13.0
193592,2020-09-05,IN,-46.0,-5.0,-49.0,-31.0,-18.0,11.0
193593,2020-09-06,IN,-51.0,-14.0,-51.0,-33.0,-11.0,10.0
193594,2020-09-07,IN,-43.0,-5.0,-47.0,-34.0,-30.0,13.0
193595,2020-09-08,IN,-42.0,1.0,-44.0,-29.0,-29.0,11.0
193596,2020-09-09,IN,-43.0,-2.0,-46.0,-29.0,-26.0,12.0
193597,2020-09-10,IN,-43.0,-3.0,-45.0,-30.0,-28.0,12.0
193598,2020-09-11,IN,-43.0,-8.0,-47.0,-34.0,-30.0,14.0
193599,2020-09-12,IN,-42.0,-6.0,-48.0,-31.0,-23.0,12.0
193600,2020-09-13,IN,-46.0,-13.0,-49.0,-31.0,-9.0,10.0
193601,2020-09-14,IN,-38.0,-3.0,-44.0,-31.0,-26.0,13.0
193602,2020-09-15,IN,-39.0,-3.0,-44.0,-30.0,-28.0,13.0
193603,2020-09-16,IN,-38.0,-1.0,-45.0,-28.0,-25.0,13.0
193604,2020-09-17,IN,-39.0,-10.0,-45.0,-34.0,-30.0,15.0
193605,2020-09-18,IN,-38.0,-3.0,-45.0,-31.0,-26.0,15.0
193606,2020-09-19,IN,-40.0,-7.0,-47.0,-30.0,-17.0,13.0
193607,2020-09-20,IN,-44.0,-13.0,-48.0,-31.0,-6.0,11.0
193608,2020-09-21,IN,-36.0,-5.0,-43.0,-31.0,-27.0,14.0
193609,2020-09-22,IN,-39.0,-4.0,-42.0,-29.0,-28.0,15.0
193610,2020-09-23,IN,-41.0,-5.0,-44.0,-28.0,-27.0,16.0
193611,2020-09-24,IN,-41.0,-5.0,-42.0,-28.0,-27.0,17.0
193612,2020-09-25,IN,-43.0,-5.0,-44.0,-29.0,-27.0,18.0
193613,2020-09-26,IN,-43.0,-5.0,-44.0,-27.0,-19.0,16.0
193614,2020-09-27,IN,-45.0,-10.0,-42.0,-25.0,-7.0,13.0
193615,2020-09-28,IN,-40.0,-2.0,-41.0,-28.0,-26.0,17.0
193616,2020-09-29,IN,-40.0,-2.0,-41.0,-26.0,-28.0,16.0
193617,2020-09-30,IN,-39.0,1.0,-45.0,-24.0,-27.0,14.0
193618,2020-10-01,IN,-39.0,2.0,-46.0,-24.0,-29.0,12.0
193619,2020-10-02,IN,-38.0,7.0,-44.0,-28.0,-47.0,16.0
193620,2020-10-03,IN,-40.0,1.0,-47.0,-24.0,-21.0,10.0
193621,2020-10-04,IN,-43.0,-4.0,-45.0,-23.0,-13.0,8.0
193622,2020-10-05,IN,-36.0,4.0,-44.0,-24.0,-29.0,11.0
193623,2020-10-06,IN,-36.0,4.0,-44.0,-23.0,-30.0,11.0
193624,2020-10-07,IN,-36.0,6.0,-45.0,-22.0,-26.0,11.0
193625,2020-10-08,IN,-36.0,5.0,-44.0,-24.0,-26.0,12.0
193626,2020-10-09,IN,-35.0,7.0,-43.0,-24.0,-24.0,13.0
193627,2020-10-10,IN,-38.0,2.0,-45.0,-25.0,-20.0,13.0
193628,2020-10-11,IN,-40.0,-2.0,-43.0,-23.0,-7.0,10.0
193629,2020-10-12,IN,-34.0,5.0,-42.0,-24.0,-25.0,13.0
193630,2020-10-13,IN,-35.0,4.0,-42.0,-24.0,-27.0,14.0
193631,2020-10-14,IN,-33.0,8.0,-43.0,-22.0,-24.0,13.0
193632,2020-10-15,IN,-32.0,9.0,-42.0,-21.0,-25.0,14.0
193633,2020-10-16,IN,-31.0,18.0,-41.0,-19.0,-23.0,14.0
193634,2020-10-17,IN,-36.0,8.0,-44.0,-20.0,-15.0,13.0
193635,2020-10-18,IN,-36.0,2.0,-41.0,-18.0,-4.0,10.0
193636,2020-10-19,IN,-31.0,10.0,-39.0,-20.0,-24.0,14.0
193637,2020-10-20,IN,-32.0,8.0,-40.0,-20.0,-26.0,13.0
193638,2020-10-21,IN,-29.0,11.0,-41.0,-18.0,-23.0,12.0
193639,2020-10-22,IN,-29.0,11.0,-39.0,-18.0,-25.0,11.0
193640,2020-10-23,IN,-28.0,18.0,-38.0,-16.0,-27.0,11.0
193641,2020-10-24,IN,-31.0,12.0,-38.0,-16.0,-24.0,10.0
193642,2020-10-25,IN,-34.0,3.0,-37.0,-15.0,-10.0,7.0
193643,2020-10-26,IN,-29.0,8.0,-34.0,-21.0,-37.0,11.0
193644,2020-10-27,IN,-29.0,9.0,-37.0,-18.0,-29.0,10.0
193645,2020-10-28,IN,-29.0,9.0,-40.0,-17.0,-25.0,10.0
193646,2020-10-29,IN,-29.0,7.0,-39.0,-19.0,-27.0,10.0
193647,2020-10-30,IN,-30.0,11.0,-40.0,-21.0,-32.0,13.0
193648,2020-10-31,IN,-34.0,3.0,-41.0,-21.0,-17.0,10.0
193649,2020-11-01,IN,-33.0,3.0,-39.0,-16.0,-5.0,8.0
193650,2020-11-02,IN,-28.0,10.0,-38.0,-19.0,-24.0,11.0
193651,2020-11-03,IN,-26.0,13.0,-37.0,-18.0,-27.0,11.0
193652,2020-11-04,IN,-28.0,10.0,-40.0,-19.0,-24.0,12.0
193653,2020-11-05,IN,-29.0,8.0,-38.0,-21.0,-24.0,11.0
193654,2020-11-06,IN,-29.0,12.0,-38.0,-20.0,-23.0,11.0
193655,2020-11-07,IN,-29.0,10.0,-38.0,-18.0,-13.0,10.0
193656,2020-11-08,IN,-29.0,8.0,-36.0,-15.0,-2.0,8.0
193657,2020-11-09,IN,-26.0,13.0,-36.0,-20.0,-24.0,11.0
193658,2020-11-10,IN,-24.0,15.0,-35.0,-18.0,-26.0,11.0
193659,2020-11-11,IN,-22.0,20.0,-36.0,-14.0,-22.0,10.0
193660,2020-11-12,IN,-18.0,28.0,-33.0,-12.0,-24.0,9.0
193661,2020-11-13,IN,-15.0,40.0,-31.0,-8.0,-29.0,10.0
193662,2020-11-14,IN,-34.0,11.0,-37.0,-23.0,-44.0,16.0
193663,2020-11-15,IN,-39.0,-9.0,-36.0,-23.0,-24.0,10.0
193664,2020-11-16,IN,-30.0,3.0,-29.0,-22.0,-48.0,12.0
193665,2020-11-17,IN,-28.0,9.0,-30.0,-17.0,-35.0,9.0
193666,2020-11-18,IN,-27.0,11.0,-32.0,-15.0,-29.0,9.0
193667,2020-11-19,IN,-27.0,11.0,-31.0,-16.0,-28.0,10.0
193668,2020-11-20,IN,-28.0,13.0,-31.0,-17.0,-29.0,11.0
193669,2020-11-21,IN,-31.0,6.0,-33.0,-17.0,-19.0,9.0
193670,2020-11-22,IN,-32.0,3.0,-32.0,-14.0,-9.0,7.0
193671,2020-11-23,IN,-27.0,11.0,-32.0,-18.0,-26.0,10.0
193672,2020-11-24,IN,-27.0,11.0,-32.0,-17.0,-28.0,10.0
193673,2020-11-25,IN,-28.0,9.0,-34.0,-17.0,-28.0,10.0
193674,2020-11-26,IN,-33.0,0.0,-35.0,-23.0,-31.0,12.0
193675,2020-11-27,IN,-29.0,11.0,-33.0,-18.0,-26.0,10.0
193676,2020-11-28,IN,-29.0,9.0,-34.0,-17.0,-17.0,9.0
193677,2020-11-29,IN,-31.0,4.0,-31.0,-14.0,-6.0,7.0
193678,2020-11-30,IN,-27.0,9.0,-29.0,-20.0,-34.0,11.0
193679,2020-12-01,IN,-26.0,11.0,-28.0,-15.0,-28.0,9.0
193680,2020-12-02,IN,-27.0,11.0,-21.0,-16.0,-22.0,9.0
193681,2020-12-03,IN,-28.0,8.0,-21.0,-19.0,-23.0,11.0
193682,2020-12-04,IN,-28.0,12.0,-21.0,-18.0,-22.0,11.0
193683,2020-12-05,IN,-29.0,9.0,-22.0,-16.0,-12.0,8.0
193684,2020-12-06,IN,-30.0,5.0,-16.0,-12.0,-6.0,6.0
193685,2020-12-07,IN,-26.0,10.0,-16.0,-16.0,-25.0,8.0
193686,2020-12-08,IN,-34.0,-3.0,-22.0,-25.0,-29.0,12.0
193687,2020-12-09,IN,-25.0,12.0,-17.0,-9.0,-22.0,8.0
193688,2020-12-10,IN,-26.0,10.0,-15.0,-8.0,-23.0,10.0
193689,2020-12-11,IN,-28.0,12.0,-17.0,-9.0,-22.0,12.0
193690,2020-12-12,IN,-31.0,8.0,-20.0,-11.0,-16.0,11.0
193691,2020-12-13,IN,-31.0,4.0,-14.0,-6.0,-2.0,9.0
193692,2020-12-14,IN,-29.0,8.0,-18.0,-13.0,-21.0,12.0
193693,2020-12-15,IN,-27.0,11.0,-16.0,-9.0,-21.0,12.0
193694,2020-12-16,IN,-27.0,11.0,-20.0,-9.0,-18.0,12.0
193695,2020-12-17,IN,-28.0,9.0,-19.0,-11.0,-19.0,13.0
193696,2020-12-18,IN,-28.0,13.0,-19.0,-10.0,-18.0,13.0
193697,2020-12-19,IN,-30.0,9.0,-20.0,-9.0,-8.0,11.0
193698,2020-12-20,IN,-30.0,5.0,-13.0,-5.0,0.0,9.0
193699,2020-12-21,IN,-27.0,11.0,-16.0,-11.0,-18.0,12.0
193700,2020-12-22,IN,-27.0,9.0,-17.0,-10.0,-21.0,12.0
193701,2020-12-23,IN,-25.0,13.0,-19.0,-7.0,-16.0,12.0
193702,2020-12-24,IN,-24.0,15.0,-15.0,-5.0,-19.0,11.0
193703,2020-12-25,IN,-22.0,16.0,-8.0,-10.0,-36.0,15.0
193704,2020-12-26,IN,-31.0,5.0,-16.0,-11.0,-14.0,12.0
193705,2020-12-27,IN,-31.0,0.0,-10.0,-4.0,0.0,8.0
193706,2020-12-28,IN,-26.0,10.0,-14.0,-9.0,-19.0,12.0
193707,2020-12-29,IN,-27.0,9.0,-15.0,-9.0,-21.0,12.0
193708,2020-12-30,IN,-25.0,12.0,-17.0,-7.0,-17.0,12.0
193709,2020-12-31,IN,-18.0,21.0,-12.0,-4.0,-18.0,11.0
193710,2021-01-01,IN,-23.0,11.0,-6.0,-11.0,-29.0,14.0
193711,2021-01-02,IN,-31.0,7.0,-19.0,-10.0,-8.0,11.0
193712,2021-01-03,IN,-32.0,1.0,-13.0,-5.0,0.0,10.0
193713,2021-01-04,IN,-28.0,9.0,-17.0,-9.0,-16.0,12.0
193714,2021-01-05,IN,-29.0,7.0,-18.0,-10.0,-19.0,12.0
193715,2021-01-06,IN,-26.0,11.0,-16.0,-8.0,-14.0,12.0
193716,2021-01-07,IN,-25.0,12.0,-13.0,-9.0,-15.0,12.0
193717,2021-01-08,IN,-25.0,15.0,-13.0,-9.0,-14.0,12.0
193718,2021-01-09,IN,-27.0,11.0,-14.0,-10.0,-10.0,10.0
193719,2021-01-10,IN,-26.0,8.0,-7.0,-6.0,3.0,8.0
193720,2021-01-11,IN,-24.0,14.0,-10.0,-11.0,-16.0,11.0
193721,2021-01-12,IN,-24.0,14.0,-10.0,-10.0,-19.0,11.0
193722,2021-01-13,IN,-24.0,16.0,-15.0,-9.0,-20.0,10.0
193723,2021-01-14,IN,-33.0,-5.0,-14.0,-24.0,-41.0,13.0
193724,2021-01-15,IN,-33.0,-1.0,-17.0,-23.0,-32.0,11.0
193725,2021-01-16,IN,-33.0,-3.0,-19.0,-20.0,-19.0,8.0
193726,2021-01-17,IN,-32.0,-5.0,-14.0,-14.0,-9.0,6.0
193727,2021-01-18,IN,-28.0,4.0,-15.0,-17.0,-22.0,10.0
193728,2021-01-19,IN,-28.0,3.0,-15.0,-18.0,-23.0,10.0
193729,2021-01-20,IN,-27.0,6.0,-17.0,-16.0,-20.0,11.0
193730,2021-01-21,IN,-27.0,5.0,-15.0,-16.0,-19.0,11.0
193731,2021-01-22,IN,-27.0,8.0,-15.0,-15.0,-18.0,11.0
193732,2021-01-23,IN,-29.0,4.0,-15.0,-14.0,-12.0,9.0
193733,2021-01-24,IN,-29.0,1.0,-8.0,-10.0,-2.0,7.0
193734,2021-01-25,IN,-24.0,9.0,-8.0,-14.0,-21.0,10.0
193735,2021-01-26,IN,-25.0,3.0,-1.0,-21.0,-50.0,16.0
193736,2021-01-27,IN,-27.0,8.0,-14.0,-12.0,-17.0,10.0
193737,2021-01-28,IN,-27.0,6.0,-13.0,-14.0,-19.0,11.0
193738,2021-01-29,IN,-27.0,13.0,-16.0,-13.0,-16.0,10.0
193739,2021-01-30,IN,-28.0,12.0,-17.0,-10.0,-7.0,7.0
193740,2021-01-31,IN,-28.0,10.0,-12.0,-6.0,-2.0,5.0
193741,2021-02-01,IN,-25.0,15.0,-14.0,-11.0,-19.0,8.0
193742,2021-02-02,IN,-24.0,16.0,-14.0,-10.0,-20.0,8.0
193743,2021-02-03,IN,-25.0,15.0,-19.0,-10.0,-17.0,8.0
193744,2021-02-04,IN,-26.0,11.0,-19.0,-13.0,-19.0,8.0
193745,2021-02-05,IN,-25.0,18.0,-18.0,-11.0,-17.0,8.0
193746,2021-02-06,IN,-26.0,14.0,-19.0,-9.0,-8.0,6.0
193747,2021-02-07,IN,-25.0,9.0,-11.0,-5.0,-6.0,5.0
193748,2021-02-08,IN,-24.0,16.0,-16.0,-10.0,-19.0,7.0
193749,2021-02-09,IN,-23.0,17.0,-15.0,-9.0,-20.0,7.0
193750,2021-02-10,IN,-22.0,19.0,-18.0,-7.0,-16.0,7.0
193751,2021-02-11,IN,-23.0,16.0,-15.0,-9.0,-17.0,8.0
193752,2021-02-12,IN,-21.0,20.0,-15.0,-7.0,-16.0,8.0
193753,2021-02-13,IN,-22.0,16.0,-12.0,-6.0,-14.0,6.0
193754,2021-02-14,IN,-18.0,14.0,-4.0,0.0,-6.0,4.0
193755,2021-02-15,IN,-20.0,18.0,-9.0,-6.0,-20.0,7.0
193756,2021-02-16,IN,-21.0,14.0,-7.0,-6.0,-25.0,7.0
193757,2021-02-17,IN,-22.0,17.0,-14.0,-5.0,-17.0,7.0
193758,2021-02-18,IN,-22.0,16.0,-14.0,-6.0,-17.0,8.0
193759,2021-02-19,IN,-22.0,19.0,-14.0,-6.0,-17.0,8.0
193760,2021-02-20,IN,-22.0,16.0,-12.0,-4.0,-6.0,6.0
193761,2021-02-21,IN,-23.0,12.0,-7.0,-2.0,-6.0,5.0
193762,2021-02-22,IN,-22.0,16.0,-11.0,-7.0,-17.0,7.0
193763,2021-02-23,IN,-22.0,16.0,-11.0,-7.0,-18.0,8.0
193764,2021-02-24,IN,-21.0,18.0,-14.0,-5.0,-14.0,8.0
193765,2021-02-25,IN,-22.0,17.0,-13.0,-6.0,-16.0,8.0
193766,2021-02-26,IN,-22.0,19.0,-14.0,-6.0,-16.0,8.0
193767,2021-02-27,IN,-23.0,16.0,-12.0,-6.0,-11.0,7.0
193768,2021-02-28,IN,-23.0,13.0,-7.0,-3.0,-2.0,5.0
193769,2021-03-01,IN,-21.0,20.0,-10.0,-7.0,-15.0,7.0
193770,2021-03-02,IN,-22.0,18.0,-11.0,-7.0,-17.0,8.0
193771,2021-03-03,IN,-20.0,22.0,-13.0,-4.0,-13.0,8.0
193772,2021-03-04,IN,-21.0,20.0,-12.0,-6.0,-14.0,8.0
193773,2021-03-05,IN,-20.0,23.0,-13.0,-5.0,-14.0,8.0
193774,2021-03-06,IN,-21.0,20.0,-12.0,-4.0,-4.0,6.0
193775,2021-03-07,IN,-21.0,16.0,-6.0,-3.0,-3.0,6.0
193776,2021-03-08,IN,-19.0,21.0,-9.0,-6.0,-15.0,8.0
193777,2021-03-09,IN,-20.0,20.0,-10.0,-6.0,-16.0,8.0
193778,2021-03-10,IN,-19.0,25.0,-11.0,-2.0,-13.0,7.0
193779,2021-03-11,IN,-22.0,18.0,-6.0,-10.0,-31.0,11.0
193780,2021-03-12,IN,-21.0,21.0,-13.0,-5.0,-15.0,8.0
193781,2021-03-13,IN,-22.0,18.0,-11.0,-6.0,-11.0,8.0
193782,2021-03-14,IN,-22.0,15.0,-7.0,-2.0,-3.0,6.0
193783,2021-03-15,IN,-20.0,20.0,-8.0,-5.0,-16.0,8.0
193784,2021-03-16,IN,-22.0,17.0,-11.0,-7.0,-17.0,8.0
193785,2021-03-17,IN,-21.0,21.0,-14.0,-5.0,-11.0,8.0
