,date,location_key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
194135,2022-03-02,IN,4.0,50.0,33.0,19.0,12.0,8.0
194136,2022-03-03,IN,6.0,51.0,41.0,20.0,14.0,8.0
194137,2022-03-04,IN,9.0,56.0,44.0,22.0,16.0,10.0
194138,2022-03-05,IN,5.0,50.0,39.0,23.0,29.0,8.0
194139,2022-03-06,IN,5.0,46.0,42.0,25.0,33.0,8.0
194140,2022-03-07,IN,7.0,51.0,50.0,20.0,16.0,10.0
194141,2022-03-08,IN,10.0,52.0,56.0,23.0,16.0,10.0
194142,2022-03-09,IN,9.0,53.0,54.0,24.0,21.0,10.0
194143,2022-03-10,IN,8.0,49.0,60.0,22.0,21.0,12.0
194144,2022-03-11,IN,11.0,54.0,59.0,26.0,24.0,12.0
194145,2022-03-12,IN,7.0,49.0,55.0,26.0,27.0,11.0
194146,2022-03-13,IN,8.0,46.0,57.0,31.0,43.0,10.0
194147,2022-03-14,IN,10.0,51.0,66.0,25.0,22.0,12.0
194148,2022-03-15,IN,11.0,52.0,66.0,27.0,19.0,12.0
194149,2022-03-16,IN,14.0,58.0,63.0,32.0,22.0,11.0
194150,2022-03-17,IN,14.0,60.0,68.0,30.0,12.0,12.0
194151,2022-03-18,IN,-8.0,20.0,54.0,-2.0,-37.0,24.0
194152,2022-03-19,IN,-1.0,34.0,51.0,15.0,9.0,14.0
194153,2022-03-20,IN,4.0,38.0,55.0,29.0,37.0,9.0
194154,2022-03-21,IN,8.0,48.0,67.0,26.0,19.0,11.0
194155,2022-03-22,IN,8.0,46.0,65.0,24.0,15.0,12.0
194156,2022-03-23,IN,10.0,50.0,60.0,26.0,21.0,12.0
194157,2022-03-24,IN,8.0,47.0,62.0,23.0,21.0,12.0
194158,2022-03-25,IN,13.0,52.0,60.0,25.0,22.0,12.0
194159,2022-03-26,IN,8.0,46.0,54.0,25.0,31.0,10.0
194160,2022-03-27,IN,8.0,42.0,55.0,29.0,45.0,9.0
194161,2022-03-28,IN,7.0,43.0,64.0,19.0,18.0,13.0
194162,2022-03-29,IN,7.0,43.0,63.0,20.0,16.0,13.0
194163,2022-03-30,IN,11.0,50.0,59.0,25.0,23.0,12.0
194164,2022-03-31,IN,10.0,50.0,61.0,24.0,23.0,12.0
194165,2022-04-01,IN,12.0,61.0,60.0,27.0,21.0,12.0
194166,2022-04-02,IN,2.0,46.0,53.0,19.0,15.0,14.0
194167,2022-04-03,IN,2.0,42.0,51.0,24.0,39.0,11.0
194168,2022-04-04,IN,6.0,48.0,64.0,23.0,20.0,12.0
194169,2022-04-05,IN,8.0,50.0,64.0,24.0,17.0,12.0
194170,2022-04-06,IN,8.0,50.0,59.0,25.0,22.0,12.0
194171,2022-04-07,IN,7.0,50.0,61.0,23.0,21.0,12.0
194172,2022-04-08,IN,8.0,56.0,60.0,25.0,22.0,12.0
194173,2022-04-09,IN,4.0,50.0,54.0,25.0,24.0,12.0
194174,2022-04-10,IN,4.0,44.0,54.0,28.0,37.0,11.0
194175,2022-04-11,IN,10.0,53.0,68.0,26.0,21.0,11.0
194176,2022-04-12,IN,11.0,54.0,68.0,28.0,18.0,12.0
194177,2022-04-13,IN,16.0,57.0,65.0,34.0,21.0,11.0
194178,2022-04-14,IN,20.0,54.0,72.0,26.0,-8.0,14.0
194179,2022-04-15,IN,19.0,57.0,73.0,23.0,-9.0,15.0
194180,2022-04-16,IN,8.0,47.0,63.0,28.0,22.0,10.0
194181,2022-04-17,IN,8.0,43.0,57.0,32.0,35.0,9.0
194182,2022-04-18,IN,12.0,51.0,69.0,28.0,19.0,11.0
194183,2022-04-19,IN,11.0,50.0,68.0,27.0,17.0,12.0
194184,2022-04-20,IN,12.0,51.0,63.0,28.0,20.0,11.0
194185,2022-04-21,IN,11.0,49.0,67.0,26.0,17.0,11.0
194186,2022-04-22,IN,11.0,55.0,64.0,27.0,20.0,12.0
194187,2022-04-23,IN,6.0,47.0,56.0,26.0,26.0,11.0
194188,2022-04-24,IN,7.0,45.0,56.0,30.0,38.0,10.0
194189,2022-04-25,IN,10.0,51.0,69.0,26.0,20.0,12.0
194190,2022-04-26,IN,10.0,51.0,67.0,26.0,18.0,12.0
194191,2022-04-27,IN,11.0,52.0,63.0,27.0,21.0,11.0
194192,2022-04-28,IN,9.0,49.0,64.0,24.0,20.0,12.0
194193,2022-04-29,IN,12.0,55.0,62.0,26.0,21.0,13.0
194194,2022-04-30,IN,7.0,51.0,56.0,29.0,34.0,10.0
194195,2022-05-01,IN,9.0,51.0,58.0,32.0,36.0,10.0
194196,2022-05-02,IN,19.0,65.0,79.0,29.0,12.0,12.0
194197,2022-05-03,IN,17.0,53.0,83.0,22.0,-20.0,16.0
194198,2022-05-04,IN,14.0,53.0,69.0,31.0,13.0,11.0
194199,2022-05-05,IN,13.0,53.0,69.0,28.0,15.0,11.0
194200,2022-05-06,IN,15.0,59.0,67.0,29.0,18.0,11.0
194201,2022-05-07,IN,10.0,52.0,59.0,31.0,29.0,10.0
194202,2022-05-08,IN,10.0,48.0,61.0,34.0,37.0,9.0
194203,2022-05-09,IN,13.0,53.0,75.0,28.0,15.0,11.0
194204,2022-05-10,IN,11.0,50.0,76.0,29.0,13.0,10.0
194205,2022-05-11,IN,11.0,51.0,68.0,30.0,16.0,10.0
194206,2022-05-12,IN,11.0,48.0,72.0,29.0,15.0,10.0
194207,2022-05-13,IN,12.0,53.0,71.0,31.0,16.0,11.0
194208,2022-05-14,IN,6.0,45.0,64.0,30.0,17.0,10.0
194209,2022-05-15,IN,6.0,40.0,63.0,34.0,33.0,8.0
194210,2022-05-16,IN,9.0,46.0,76.0,25.0,4.0,12.0
194211,2022-05-17,IN,9.0,47.0,74.0,28.0,13.0,11.0
194212,2022-05-18,IN,10.0,49.0,68.0,29.0,16.0,11.0
194213,2022-05-19,IN,8.0,45.0,67.0,26.0,15.0,12.0
194214,2022-05-20,IN,10.0,50.0,67.0,28.0,15.0,11.0
194215,2022-05-21,IN,5.0,43.0,60.0,28.0,25.0,10.0
194216,2022-05-22,IN,6.0,41.0,62.0,32.0,35.0,9.0
194217,2022-05-23,IN,9.0,47.0,74.0,26.0,14.0,12.0
194218,2022-05-24,IN,11.0,48.0,75.0,28.0,13.0,11.0
194219,2022-05-25,IN,12.0,49.0,71.0,30.0,15.0,11.0
194220,2022-05-26,IN,10.0,46.0,72.0,27.0,14.0,11.0
194221,2022-05-27,IN,11.0,51.0,70.0,28.0,16.0,11.0
194222,2022-05-28,IN,5.0,43.0,62.0,26.0,22.0,10.0
194223,2022-05-29,IN,4.0,39.0,62.0,30.0,38.0,9.0
194224,2022-05-30,IN,9.0,46.0,75.0,26.0,15.0,12.0
194225,2022-05-31,IN,11.0,48.0,75.0,28.0,14.0,11.0
194226,2022-06-01,IN,13.0,52.0,70.0,32.0,16.0,10.0
194227,2022-06-02,IN,11.0,50.0,70.0,28.0,14.0,11.0
194228,2022-06-03,IN,13.0,54.0,69.0,30.0,16.0,11.0
194229,2022-06-04,IN,8.0,49.0,62.0,31.0,27.0,10.0
194230,2022-06-05,IN,9.0,44.0,64.0,34.0,35.0,8.0
194231,2022-06-06,IN,12.0,50.0,76.0,29.0,15.0,11.0
194232,2022-06-07,IN,12.0,50.0,74.0,29.0,13.0,11.0
194233,2022-06-08,IN,13.0,53.0,69.0,32.0,16.0,11.0
194234,2022-06-09,IN,12.0,48.0,71.0,29.0,14.0,11.0
194235,2022-06-10,IN,13.0,55.0,69.0,32.0,16.0,11.0
194236,2022-06-11,IN,7.0,46.0,61.0,29.0,17.0,11.0
194237,2022-06-12,IN,7.0,43.0,62.0,35.0,34.0,9.0
194238,2022-06-13,IN,12.0,52.0,75.0,31.0,16.0,11.0
194239,2022-06-14,IN,9.0,47.0,71.0,28.0,12.0,12.0
194240,2022-06-15,IN,10.0,50.0,65.0,30.0,17.0,12.0
194241,2022-06-16,IN,10.0,48.0,67.0,27.0,16.0,12.0
194242,2022-06-17,IN,9.0,49.0,63.0,27.0,18.0,13.0
194243,2022-06-18,IN,4.0,43.0,55.0,25.0,26.0,11.0
194244,2022-06-19,IN,5.0,40.0,56.0,28.0,35.0,10.0
194245,2022-06-20,IN,8.0,47.0,68.0,24.0,17.0,12.0
194246,2022-06-21,IN,9.0,47.0,70.0,26.0,16.0,12.0
194247,2022-06-22,IN,9.0,48.0,63.0,27.0,19.0,12.0
194248,2022-06-23,IN,8.0,46.0,66.0,25.0,18.0,12.0
194249,2022-06-24,IN,8.0,50.0,62.0,26.0,20.0,12.0
194250,2022-06-25,IN,5.0,44.0,56.0,25.0,25.0,12.0
194251,2022-06-26,IN,4.0,40.0,57.0,28.0,38.0,10.0
194252,2022-06-27,IN,8.0,47.0,68.0,25.0,20.0,12.0
194253,2022-06-28,IN,6.0,43.0,65.0,24.0,17.0,13.0
194254,2022-06-29,IN,3.0,41.0,51.0,20.0,18.0,13.0
194255,2022-06-30,IN,3.0,38.0,51.0,18.0,15.0,13.0
194256,2022-07-01,IN,7.0,50.0,56.0,23.0,17.0,13.0
194257,2022-07-02,IN,5.0,47.0,52.0,26.0,31.0,11.0
194258,2022-07-03,IN,6.0,46.0,55.0,29.0,37.0,10.0
194259,2022-07-04,IN,8.0,49.0,66.0,26.0,20.0,12.0
194260,2022-07-05,IN,7.0,47.0,63.0,25.0,17.0,13.0
194261,2022-07-06,IN,9.0,51.0,60.0,27.0,20.0,12.0
194262,2022-07-07,IN,9.0,47.0,60.0,24.0,20.0,12.0
194263,2022-07-08,IN,8.0,52.0,58.0,26.0,20.0,13.0
194264,2022-07-09,IN,4.0,48.0,52.0,24.0,19.0,13.0
194265,2022-07-10,IN,-2.0,36.0,51.0,22.0,26.0,12.0
194266,2022-07-11,IN,5.0,44.0,64.0,22.0,13.0,13.0
194267,2022-07-12,IN,5.0,45.0,62.0,23.0,14.0,13.0
194268,2022-07-13,IN,4.0,44.0,57.0,23.0,18.0,13.0
194269,2022-07-14,IN,5.0,44.0,57.0,21.0,19.0,13.0
194270,2022-07-15,IN,6.0,48.0,58.0,23.0,22.0,14.0
194271,2022-07-16,IN,3.0,43.0,50.0,25.0,32.0,12.0
194272,2022-07-17,IN,4.0,42.0,52.0,27.0,37.0,12.0
194273,2022-07-18,IN,5.0,46.0,64.0,23.0,21.0,13.0
194274,2022-07-19,IN,8.0,47.0,67.0,26.0,20.0,16.0
194275,2022-07-20,IN,7.0,46.0,57.0,26.0,24.0,13.0
194276,2022-07-21,IN,7.0,45.0,60.0,23.0,22.0,14.0
194277,2022-07-22,IN,7.0,48.0,57.0,25.0,24.0,13.0
194278,2022-07-23,IN,4.0,44.0,53.0,25.0,28.0,13.0
194279,2022-07-24,IN,-4.0,30.0,42.0,18.0,32.0,12.0
194280,2022-07-25,IN,5.0,44.0,59.0,21.0,19.0,15.0
194281,2022-07-26,IN,8.0,47.0,64.0,24.0,19.0,14.0
194282,2022-07-27,IN,11.0,51.0,59.0,26.0,25.0,13.0
194283,2022-07-28,IN,10.0,48.0,62.0,23.0,21.0,14.0
194284,2022-07-29,IN,10.0,53.0,59.0,25.0,26.0,13.0
194285,2022-07-30,IN,9.0,50.0,54.0,27.0,37.0,11.0
194286,2022-07-31,IN,8.0,46.0,55.0,29.0,43.0,11.0
194287,2022-08-01,IN,11.0,54.0,69.0,26.0,23.0,13.0
194288,2022-08-02,IN,11.0,53.0,66.0,26.0,20.0,13.0
194289,2022-08-03,IN,12.0,55.0,59.0,27.0,24.0,13.0
194290,2022-08-04,IN,12.0,56.0,62.0,27.0,23.0,13.0
194291,2022-08-05,IN,11.0,56.0,59.0,26.0,22.0,14.0
194292,2022-08-06,IN,10.0,53.0,55.0,29.0,35.0,11.0
194293,2022-08-07,IN,8.0,47.0,53.0,29.0,38.0,11.0
194294,2022-08-08,IN,12.0,55.0,70.0,27.0,21.0,13.0
194295,2022-08-09,IN,14.0,56.0,66.0,22.0,-1.0,16.0
194296,2022-08-10,IN,20.0,67.0,67.0,40.0,24.0,10.0
194297,2022-08-11,IN,18.0,61.0,73.0,34.0,-5.0,13.0
194298,2022-08-12,IN,16.0,59.0,69.0,34.0,13.0,11.0
194299,2022-08-13,IN,12.0,52.0,63.0,33.0,22.0,10.0
194300,2022-08-14,IN,10.0,44.0,62.0,34.0,42.0,10.0
194301,2022-08-15,IN,19.0,50.0,93.0,22.0,-25.0,21.0
194302,2022-08-16,IN,14.0,56.0,70.0,32.0,17.0,14.0
194303,2022-08-17,IN,18.0,63.0,71.0,35.0,27.0,14.0
194304,2022-08-18,IN,19.0,62.0,75.0,33.0,23.0,15.0
194305,2022-08-19,IN,16.0,63.0,71.0,24.0,4.0,20.0
194306,2022-08-20,IN,11.0,52.0,62.0,30.0,32.0,15.0
194307,2022-08-21,IN,12.0,49.0,62.0,35.0,43.0,13.0
194308,2022-08-22,IN,14.0,55.0,73.0,30.0,26.0,16.0
194309,2022-08-23,IN,15.0,56.0,72.0,29.0,24.0,16.0
194310,2022-08-24,IN,15.0,57.0,66.0,31.0,29.0,16.0
194311,2022-08-25,IN,16.0,57.0,69.0,29.0,28.0,15.0
194312,2022-08-26,IN,15.0,62.0,67.0,30.0,29.0,16.0
194313,2022-08-27,IN,10.0,54.0,61.0,29.0,34.0,15.0
194314,2022-08-28,IN,11.0,52.0,60.0,31.0,47.0,14.0
194315,2022-08-29,IN,16.0,61.0,73.0,31.0,26.0,15.0
194316,2022-08-30,IN,20.0,68.0,74.0,33.0,22.0,14.0
194317,2022-08-31,IN,14.0,56.0,66.0,22.0,-2.0,18.0
194318,2022-09-01,IN,13.0,55.0,65.0,26.0,22.0,12.0
194319,2022-09-02,IN,15.0,64.0,65.0,29.0,26.0,12.0
194320,2022-09-03,IN,11.0,57.0,60.0,31.0,37.0,11.0
194321,2022-09-04,IN,9.0,52.0,60.0,32.0,42.0,11.0
194322,2022-09-05,IN,17.0,59.0,75.0,30.0,23.0,12.0
194323,2022-09-06,IN,16.0,59.0,74.0,31.0,22.0,12.0
194324,2022-09-07,IN,16.0,59.0,68.0,33.0,27.0,12.0
194325,2022-09-08,IN,15.0,56.0,71.0,29.0,22.0,13.0
194326,2022-09-09,IN,17.0,62.0,75.0,29.0,17.0,14.0
1651606,2020-02-15,SG,-14.0,-9.0,-10.0,-17.0,-4.0,8.0
1651607,2020-02-16,SG,-19.0,-17.0,-18.0,-22.0,-7.0,8.0
1651608,2020-02-17,SG,-12.0,-6.0,-7.0,-14.0,-4.0,7.0
1651609,2020-02-18,SG,-13.0,-9.0,-7.0,-15.0,-5.0,7.0
1651610,2020-02-19,SG,-14.0,-14.0,-6.0,-15.0,-5.0,8.0
1651611,2020-02-20,SG,-14.0,-13.0,-10.0,-12.0,-5.0,7.0
1651612,2020-02-21,SG,-11.0,-12.0,-14.0,-12.0,0.0,8.0
1651613,2020-02-22,SG,-11.0,-9.0,-5.0,-16.0,-3.0,6.0
1651614,2020-02-23,SG,-14.0,-12.0,-3.0,-19.0,-5.0,6.0
1651615,2020-02-24,SG,-12.0,-8.0,-12.0,-14.0,-3.0,7.0
1651616,2020-02-25,SG,-10.0,-6.0,-2.0,-13.0,-3.0,6.0
1651617,2020-02-26,SG,-12.0,-13.0,-4.0,-14.0,-4.0,7.0
1651618,2020-02-27,SG,-12.0,-9.0,-5.0,-9.0,-4.0,6.0
1651619,2020-02-28,SG,-8.0,-10.0,-8.0,-11.0,1.0,7.0
1651620,2020-02-29,SG,-8.0,-7.0,-2.0,-13.0,0.0,5.0
1651621,2020-03-01,SG,-11.0,-9.0,-1.0,-16.0,-3.0,5.0
1651622,2020-03-02,SG,-8.0,-5.0,-7.0,-12.0,-2.0,6.0
1651623,2020-03-03,SG,-8.0,-5.0,-3.0,-13.0,-1.0,6.0
1651624,2020-03-04,SG,-11.0,-12.0,-7.0,-12.0,-2.0,6.0
1651625,2020-03-05,SG,-12.0,-11.0,-13.0,-9.0,-2.0,6.0
1651626,2020-03-06,SG,-8.0,-9.0,-8.0,-10.0,3.0,7.0
1651627,2020-03-07,SG,-10.0,-8.0,-16.0,-15.0,0.0,6.0
1651628,2020-03-08,SG,-11.0,-10.0,-7.0,-16.0,-2.0,5.0
1651629,2020-03-09,SG,-11.0,-7.0,-9.0,-14.0,-1.0,6.0
1651630,2020-03-10,SG,-11.0,-7.0,-4.0,-13.0,-1.0,6.0
1651631,2020-03-11,SG,-13.0,-12.0,-9.0,-13.0,-2.0,7.0
1651632,2020-03-12,SG,-13.0,-9.0,-8.0,-9.0,-2.0,6.0
1651633,2020-03-13,SG,-10.0,-10.0,-9.0,-12.0,1.0,8.0
1651634,2020-03-14,SG,-11.0,-8.0,-1.0,-15.0,0.0,6.0
1651635,2020-03-15,SG,-14.0,-10.0,4.0,-18.0,-3.0,6.0
1651636,2020-03-16,SG,-10.0,-2.0,1.0,-16.0,-11.0,9.0
1651637,2020-03-17,SG,-8.0,16.0,2.0,-16.0,-12.0,9.0
1651638,2020-03-18,SG,-11.0,-2.0,-3.0,-19.0,-14.0,11.0
1651639,2020-03-19,SG,-13.0,-1.0,-2.0,-19.0,-16.0,12.0
1651640,2020-03-20,SG,-11.0,-6.0,-6.0,-21.0,-13.0,15.0
1651641,2020-03-21,SG,-13.0,-4.0,-15.0,-23.0,-3.0,11.0
1651642,2020-03-22,SG,-18.0,-8.0,-18.0,-31.0,-8.0,11.0
1651643,2020-03-23,SG,-16.0,-3.0,-23.0,-24.0,-11.0,12.0
1651644,2020-03-24,SG,-13.0,3.0,-9.0,-23.0,-13.0,12.0
1651645,2020-03-25,SG,-16.0,-1.0,-13.0,-25.0,-15.0,14.0
1651646,2020-03-26,SG,-18.0,4.0,-15.0,-25.0,-16.0,14.0
1651647,2020-03-27,SG,-20.0,-1.0,-24.0,-27.0,-14.0,18.0
1651648,2020-03-28,SG,-23.0,3.0,-15.0,-33.0,-8.0,15.0
1651649,2020-03-29,SG,-28.0,-6.0,-12.0,-40.0,-15.0,15.0
1651650,2020-03-30,SG,-21.0,-1.0,-16.0,-29.0,-18.0,16.0
1651651,2020-03-31,SG,-20.0,1.0,-10.0,-29.0,-18.0,15.0
1651652,2020-04-01,SG,-23.0,-9.0,-15.0,-31.0,-22.0,18.0
1651653,2020-04-02,SG,-25.0,-5.0,-22.0,-33.0,-27.0,19.0
1651654,2020-04-03,SG,-21.0,18.0,-29.0,-32.0,-20.0,21.0
1651655,2020-04-04,SG,-24.0,8.0,-27.0,-36.0,-7.0,15.0
1651656,2020-04-05,SG,-23.0,-1.0,-27.0,-40.0,-10.0,14.0
1651657,2020-04-06,SG,-15.0,12.0,-26.0,-32.0,-24.0,16.0
1651658,2020-04-07,SG,-51.0,-6.0,-37.0,-54.0,-52.0,32.0
1651659,2020-04-08,SG,-59.0,-21.0,-46.0,-63.0,-63.0,39.0
1651660,2020-04-09,SG,-57.0,-12.0,-37.0,-63.0,-64.0,38.0
1651661,2020-04-10,SG,-63.0,-13.0,-44.0,-75.0,-83.0,53.0
1651662,2020-04-11,SG,-61.0,-21.0,-51.0,-66.0,-51.0,32.0
1651663,2020-04-12,SG,-64.0,-31.0,-57.0,-70.0,-49.0,27.0
1651664,2020-04-13,SG,-60.0,-21.0,-53.0,-66.0,-64.0,40.0
1651665,2020-04-14,SG,-58.0,-14.0,-48.0,-65.0,-65.0,40.0
1651666,2020-04-15,SG,-60.0,-22.0,-52.0,-66.0,-66.0,42.0
1651667,2020-04-16,SG,-61.0,-19.0,-52.0,-66.0,-66.0,42.0
1651668,2020-04-17,SG,-60.0,-17.0,-57.0,-65.0,-65.0,47.0
1651669,2020-04-18,SG,-65.0,-22.0,-62.0,-66.0,-51.0,32.0
1651670,2020-04-19,SG,-66.0,-28.0,-61.0,-69.0,-49.0,27.0
1651671,2020-04-20,SG,-65.0,-20.0,-57.0,-68.0,-66.0,41.0
1651672,2020-04-21,SG,-64.0,-20.0,-60.0,-69.0,-67.0,42.0
1651673,2020-04-22,SG,-66.0,-25.0,-64.0,-69.0,-68.0,44.0
1651674,2020-04-23,SG,-68.0,-26.0,-66.0,-70.0,-69.0,44.0
1651675,2020-04-24,SG,-70.0,-29.0,-73.0,-71.0,-67.0,49.0
1651676,2020-04-25,SG,-68.0,-27.0,-71.0,-70.0,-55.0,34.0
1651677,2020-04-26,SG,-70.0,-35.0,-72.0,-72.0,-52.0,28.0
1651678,2020-04-27,SG,-67.0,-24.0,-65.0,-70.0,-68.0,43.0
1651679,2020-04-28,SG,-66.0,-22.0,-63.0,-69.0,-68.0,42.0
1651680,2020-04-29,SG,-67.0,-29.0,-63.0,-69.0,-69.0,43.0
1651681,2020-04-30,SG,-67.0,-24.0,-70.0,-67.0,-69.0,43.0
1651682,2020-05-01,SG,-68.0,-17.0,-73.0,-74.0,-83.0,55.0
1651683,2020-05-02,SG,-67.0,-22.0,-69.0,-67.0,-54.0,33.0
1651684,2020-05-03,SG,-69.0,-32.0,-70.0,-69.0,-49.0,28.0
1651685,2020-05-04,SG,-66.0,-21.0,-67.0,-68.0,-67.0,42.0
1651686,2020-05-05,SG,-65.0,-18.0,-63.0,-67.0,-67.0,42.0
1651687,2020-05-06,SG,-64.0,-19.0,-65.0,-66.0,-67.0,43.0
1651688,2020-05-07,SG,-66.0,-14.0,-60.0,-72.0,-83.0,48.0
1651689,2020-05-08,SG,-67.0,-19.0,-68.0,-66.0,-66.0,48.0
1651690,2020-05-09,SG,-65.0,-19.0,-68.0,-64.0,-51.0,32.0
1651691,2020-05-10,SG,-65.0,-29.0,-69.0,-67.0,-46.0,27.0
1651692,2020-05-11,SG,-66.0,-23.0,-64.0,-66.0,-66.0,42.0
1651693,2020-05-12,SG,-61.0,-15.0,-59.0,-64.0,-65.0,41.0
1651694,2020-05-13,SG,-63.0,-22.0,-62.0,-64.0,-65.0,43.0
1651695,2020-05-14,SG,-64.0,-20.0,-61.0,-64.0,-66.0,41.0
1651696,2020-05-15,SG,-63.0,-17.0,-64.0,-64.0,-64.0,45.0
1651697,2020-05-16,SG,-62.0,-16.0,-65.0,-62.0,-48.0,31.0
1651698,2020-05-17,SG,-65.0,-27.0,-67.0,-67.0,-43.0,27.0
1651699,2020-05-18,SG,-62.0,-15.0,-60.0,-64.0,-64.0,41.0
1651700,2020-05-19,SG,-62.0,-14.0,-58.0,-63.0,-63.0,41.0
1651701,2020-05-20,SG,-62.0,-20.0,-60.0,-63.0,-63.0,42.0
1651702,2020-05-21,SG,-63.0,-17.0,-61.0,-62.0,-64.0,41.0
1651703,2020-05-22,SG,-63.0,-14.0,-69.0,-64.0,-61.0,46.0
1651704,2020-05-23,SG,-61.0,-10.0,-66.0,-61.0,-47.0,31.0
1651705,2020-05-24,SG,-66.0,-28.0,-63.0,-67.0,-46.0,27.0
1651706,2020-05-25,SG,-62.0,-9.0,-54.0,-72.0,-82.0,48.0
1651707,2020-05-26,SG,-61.0,-18.0,-58.0,-63.0,-61.0,40.0
1651708,2020-05-27,SG,-61.0,-20.0,-57.0,-62.0,-61.0,41.0
1651709,2020-05-28,SG,-63.0,-21.0,-59.0,-61.0,-61.0,41.0
1651710,2020-05-29,SG,-62.0,-16.0,-62.0,-62.0,-58.0,45.0
1651711,2020-05-30,SG,-60.0,-14.0,-63.0,-61.0,-42.0,31.0
1651712,2020-05-31,SG,-62.0,-22.0,-61.0,-64.0,-37.0,26.0
1651713,2020-06-01,SG,-61.0,-18.0,-63.0,-62.0,-60.0,40.0
1651714,2020-06-02,SG,-55.0,-11.0,-54.0,-51.0,-45.0,33.0
1651715,2020-06-03,SG,-57.0,-17.0,-54.0,-52.0,-47.0,35.0
1651716,2020-06-04,SG,-59.0,-20.0,-62.0,-52.0,-47.0,35.0
1651717,2020-06-05,SG,-56.0,-7.0,-59.0,-52.0,-44.0,38.0
1651718,2020-06-06,SG,-56.0,-9.0,-63.0,-56.0,-36.0,28.0
1651719,2020-06-07,SG,-60.0,-18.0,-56.0,-60.0,-34.0,24.0
1651720,2020-06-08,SG,-56.0,-11.0,-54.0,-52.0,-46.0,33.0
1651721,2020-06-09,SG,-56.0,-11.0,-50.0,-52.0,-46.0,33.0
1651722,2020-06-10,SG,-58.0,-20.0,-57.0,-53.0,-47.0,35.0
1651723,2020-06-11,SG,-58.0,-14.0,-52.0,-51.0,-47.0,34.0
1651724,2020-06-12,SG,-57.0,-11.0,-58.0,-52.0,-44.0,38.0
1651725,2020-06-13,SG,-59.0,-14.0,-69.0,-57.0,-35.0,28.0
1651726,2020-06-14,SG,-60.0,-19.0,-58.0,-60.0,-31.0,24.0
1651727,2020-06-15,SG,-56.0,-11.0,-51.0,-52.0,-44.0,33.0
1651728,2020-06-16,SG,-56.0,-15.0,-53.0,-52.0,-45.0,33.0
1651729,2020-06-17,SG,-57.0,-20.0,-56.0,-52.0,-44.0,34.0
1651730,2020-06-18,SG,-56.0,-15.0,-51.0,-49.0,-44.0,33.0
1651731,2020-06-19,SG,-36.0,-3.0,-41.0,-40.0,-37.0,31.0
1651732,2020-06-20,SG,-36.0,-4.0,-50.0,-39.0,-21.0,20.0
1651733,2020-06-21,SG,-37.0,-13.0,-42.0,-43.0,-15.0,18.0
1651734,2020-06-22,SG,-35.0,-4.0,-41.0,-41.0,-41.0,28.0
1651735,2020-06-23,SG,-37.0,-8.0,-46.0,-42.0,-41.0,28.0
1651736,2020-06-24,SG,-36.0,-11.0,-49.0,-40.0,-40.0,29.0
1651737,2020-06-25,SG,-35.0,-6.0,-36.0,-38.0,-40.0,28.0
1651738,2020-06-26,SG,-32.0,-2.0,-36.0,-37.0,-36.0,30.0
1651739,2020-06-27,SG,-29.0,1.0,-32.0,-32.0,-20.0,18.0
1651740,2020-06-28,SG,-34.0,-9.0,-30.0,-39.0,-13.0,17.0
1651741,2020-06-29,SG,-31.0,-2.0,-36.0,-38.0,-36.0,25.0
1651742,2020-06-30,SG,-31.0,-4.0,-35.0,-39.0,-36.0,25.0
1651743,2020-07-01,SG,-32.0,-10.0,-35.0,-38.0,-36.0,25.0
1651744,2020-07-02,SG,-32.0,-8.0,-32.0,-37.0,-37.0,25.0
1651745,2020-07-03,SG,-28.0,-3.0,-33.0,-35.0,-33.0,27.0
1651746,2020-07-04,SG,-25.0,0.0,-30.0,-32.0,-17.0,17.0
1651747,2020-07-05,SG,-29.0,-9.0,-25.0,-38.0,-13.0,15.0
1651748,2020-07-06,SG,-29.0,-5.0,-31.0,-41.0,-44.0,27.0
1651749,2020-07-07,SG,-30.0,-2.0,-33.0,-38.0,-37.0,24.0
1651750,2020-07-08,SG,-31.0,-9.0,-34.0,-38.0,-35.0,25.0
1651751,2020-07-09,SG,-27.0,-5.0,-36.0,-34.0,-36.0,23.0
1651752,2020-07-10,SG,-25.0,15.0,-17.0,-48.0,-72.0,39.0
1651753,2020-07-11,SG,-27.0,-2.0,-29.0,-35.0,-18.0,18.0
1651754,2020-07-12,SG,-30.0,-8.0,-18.0,-39.0,-12.0,16.0
1651755,2020-07-13,SG,-33.0,-6.0,-40.0,-39.0,-35.0,25.0
1651756,2020-07-14,SG,-29.0,-2.0,-29.0,-38.0,-35.0,24.0
1651757,2020-07-15,SG,-30.0,-9.0,-33.0,-37.0,-34.0,25.0
1651758,2020-07-16,SG,-30.0,-6.0,-31.0,-35.0,-34.0,24.0
1651759,2020-07-17,SG,-25.0,0.0,-27.0,-34.0,-31.0,26.0
1651760,2020-07-18,SG,-21.0,4.0,-18.0,-30.0,-14.0,16.0
1651761,2020-07-19,SG,-25.0,-3.0,-9.0,-36.0,-10.0,14.0
1651762,2020-07-20,SG,-26.0,3.0,-23.0,-39.0,-40.0,25.0
1651763,2020-07-21,SG,-26.0,-1.0,-21.0,-39.0,-40.0,25.0
1651764,2020-07-22,SG,-28.0,-9.0,-25.0,-39.0,-39.0,26.0
