month_year,AD,AE,AF,AG,AI,AL,AM,AN,AO,AQ,AR,AS,AT,AU,AW,AZ,BA,BB,BD,BE,BF,BG,BH,BI,BJ,BM,BN,BO,BQ,BR,BS,BT,BV,BW,BY,BZ,CA,CC,CD,CF,CG,CH,CI,CK,CL,CM,CN,CO,CR,CU,CV,CW,CX,CY,CZ,DE,DJ,DK,DM,DO,DZ,EC,EE,EG,EH,ER,ES,ET,FI,FJ,FK,FM,FO,FR,GA,GB,GD,GE,GF,GG,GH,GI,GL,GM,GN,GQ,GR,GS,GT,GU,GW,GY,HK,HM,HN,HR,HT,HU,ID,IE,IL,IM,IN,IO,IQ,IR,IS,IT,JE,JM,JO,JP,KE,KG,KH,KI,KM,KN,KP,KR,KW,KY,KZ,LA,LB,LC,LI,LK,LR,LS,LT,LU,LV,LY,MA,MC,MD,ME,MG,MH,MK,ML,MM,MN,MO,MP,MQ,MR,MS,MT,MU,MV,MW,MX,MY,MZ,,NC,NE,NF,NG,NI,NL,NO,NP,NR,NU,NZ,OM,PA,PE,PF,PG,PH,PK,PL,PN,PR,PS,PT,PW,PY,QA,RE,RO,RS,RU,RW,SA,SB,SC,SD,SE,SG,SH,SI,SJ,SK,SL,SM,SN,SO,SR,SS,ST,SV,SX,SY,SZ,TC,TD,TF,TG,TH,TJ,TK,TL,TM,TN,TO,TR,TT,TV,TW,TZ,UA,UG,UM,US,UY,UZ,VA,VC,VE,VG,VI,VN,VU,WF,WS,XK,YE,YT,ZA,ZM,ZW
2020-11,1.0,80.0,259.0,1.0,0.0,304.0,837.0,,61.0,,7154.0,0.0,2816.0,1.0,8.0,662.0,1479.0,0.0,747.0,5006.0,1.0,2890.0,20.0,0.0,3.0,0.0,0.0,232.0,,13236.0,17.0,0.0,,10.0,181.0,89.0,1837.0,,28.0,1.0,2.0,2601.0,6.0,0.0,1203.0,13.0,4.0,6456.0,341.0,8.0,10.0,3.0,,23.0,5005.0,12430.0,0.0,125.0,0.0,84.0,474.0,817.0,48.0,388.0,,0.0,9163.0,231.0,104.0,0.0,0.0,0.0,0.0,11192.0,4.0,12904.0,0.0,1000.0,0.0,0.0,5.0,5.0,0.0,4.0,3.0,2.0,1882.0,,440.0,33.0,3.0,27.0,13.0,,246.0,1299.0,1.0,3253.0,3076.0,190.0,306.0,1.0,15515.0,,1340.0,13330.0,14.0,16958.0,0.0,49.0,1936.0,373.0,461.0,122.0,0.0,0.0,0.0,0.0,0.0,58.0,99.0,1.0,218.0,0.0,390.0,2.0,14.0,103.0,1.0,0.0,516.0,179.0,147.0,325.0,2153.0,1.0,574.0,197.0,7.0,0.0,788.0,24.0,714.0,0.0,,0.0,9.0,9.0,0.0,82.0,0.0,9.0,1.0,16147.0,97.0,38.0,,0.0,4.0,,30.0,5.0,1990.0,50.0,876.0,0.0,0.0,0.0,184.0,379.0,3112.0,47.0,0.0,1097.0,992.0,12387.0,0.0,290.0,277.0,2033.0,0.0,352.0,6.0,18.0,4363.0,826.0,12229.0,14.0,487.0,0.0,0.0,434.0,1230.0,1.0,0.0,1127.0,,679.0,0.0,4.0,8.0,9.0,6.0,1.0,1.0,141.0,3.0,130.0,5.0,0.0,4.0,,7.0,1.0,4.0,0.0,0.0,0.0,1930.0,0.0,3494.0,12.0,0.0,0.0,0.0,5131.0,96.0,,41646.0,19.0,40.0,0.0,0.0,99.0,0.0,2.0,0.0,0.0,0.0,0.0,335.0,5.0,5.0,1210.0,8.0,33.0
2020-12,8.0,95.0,416.0,1.0,0.0,364.0,608.0,,55.0,,4150.0,0.0,3294.0,1.0,4.0,1249.0,1359.0,0.0,886.0,2717.0,18.0,3416.0,11.0,1.0,0.0,1.0,0.0,208.0,,21829.0,8.0,0.0,,9.0,267.0,100.0,3106.0,,78.0,0.0,18.0,2690.0,5.0,0.0,1198.0,6.0,40.0,8086.0,459.0,10.0,8.0,10.0,,81.0,3408.0,25812.0,0.0,492.0,0.0,83.0,309.0,550.0,120.0,1021.0,,2.0,5705.0,228.0,147.0,0.0,0.0,0.0,0.0,8523.0,5.0,16104.0,0.0,1230.0,1.0,0.0,10.0,2.0,0.0,1.0,5.0,1.0,2364.0,,642.0,10.0,1.0,13.0,57.0,,223.0,2100.0,3.0,4639.0,5193.0,195.0,512.0,0.0,11096.0,,518.0,6709.0,3.0,18583.0,12.0,45.0,1049.0,1321.0,207.0,81.0,0.0,0.0,3.0,0.0,0.0,416.0,55.0,0.0,272.0,0.0,433.0,3.0,27.0,87.0,0.0,2.0,1218.0,169.0,444.0,291.0,1510.0,0.0,755.0,184.0,11.0,0.0,718.0,111.0,739.0,1.0,,0.0,3.0,33.0,0.0,74.0,0.0,1.0,6.0,23591.0,111.0,36.0,,0.0,9.0,,118.0,4.0,2080.0,104.0,438.0,0.0,0.0,0.0,69.0,943.0,3795.0,38.0,2.0,921.0,2088.0,10961.0,0.0,399.0,712.0,2397.0,0.0,506.0,7.0,2.0,4436.0,1598.0,17091.0,45.0,323.0,0.0,0.0,306.0,2591.0,0.0,0.0,1238.0,,1352.0,1.0,15.0,77.0,17.0,5.0,2.0,0.0,223.0,2.0,295.0,93.0,0.0,2.0,,4.0,1.0,5.0,0.0,0.0,0.0,1419.0,0.0,7135.0,7.0,0.0,0.0,0.0,6206.0,68.0,,81381.0,104.0,3.0,0.0,0.0,131.0,0.0,0.0,0.0,0.0,0.0,0.0,319.0,5.0,6.0,7243.0,33.0,92.0
2021-01,17.0,188.0,194.0,2.0,0.0,207.0,253.0,,61.0,,5267.0,0.0,1855.0,0.0,10.0,491.0,638.0,7.0,550.0,1558.0,40.0,1538.0,24.0,0.0,8.0,2.0,0.0,1214.0,,29555.0,5.0,1.0,,102.0,295.0,53.0,4864.0,,78.0,0.0,10.0,1582.0,19.0,0.0,1844.0,26.0,39.0,12533.0,442.0,70.0,21.0,7.0,,75.0,4856.0,19393.0,2.0,819.0,0.0,272.0,138.0,839.0,183.0,1673.0,,4.0,11586.0,166.0,108.0,0.0,0.0,0.0,1.0,8502.0,4.0,33827.0,1.0,636.0,5.0,0.0,107.0,70.0,0.0,7.0,2.0,0.0,948.0,,853.0,7.0,0.0,12.0,24.0,,469.0,1093.0,9.0,2875.0,7860.0,1423.0,1456.0,0.0,5268.0,,233.0,2701.0,0.0,14357.0,22.0,49.0,475.0,2261.0,85.0,56.0,0.0,0.0,88.0,0.0,0.0,493.0,23.0,0.0,377.0,0.0,1679.0,10.0,9.0,119.0,0.0,108.0,972.0,79.0,551.0,396.0,862.0,11.0,478.0,123.0,19.0,0.0,356.0,59.0,435.0,1.0,0.0,0.0,2.0,71.0,0.0,50.0,0.0,4.0,526.0,39156.0,289.0,219.0,,0.0,57.0,,313.0,4.0,2522.0,127.0,187.0,0.0,0.0,0.0,33.0,1248.0,11148.0,18.0,0.0,1121.0,1510.0,8545.0,0.0,315.0,473.0,5805.0,0.0,457.0,4.0,4.0,2568.0,788.0,16064.0,104.0,149.0,0.0,4.0,236.0,2413.0,0.0,0.0,763.0,,2534.0,3.0,7.0,228.0,0.0,32.0,2.0,0.0,289.0,0.0,209.0,359.0,3.0,17.0,,11.0,16.0,0.0,0.0,0.0,0.0,2072.0,0.0,5112.0,7.0,0.0,1.0,0.0,4174.0,18.0,,95871.0,255.0,7.0,0.0,2.0,161.0,0.0,1.0,0.0,0.0,0.0,0.0,163.0,5.0,6.0,15512.0,390.0,865.0
2021-02,9.0,379.0,41.0,8.0,0.0,423.0,111.0,,42.0,,3803.0,0.0,996.0,0.0,14.0,88.0,392.0,19.0,274.0,974.0,17.0,1166.0,76.0,1.0,23.0,0.0,0.0,1270.0,,30438.0,4.0,0.0,,191.0,257.0,13.0,1885.0,,37.0,0.0,6.0,443.0,36.0,0.0,2120.0,77.0,20.0,6490.0,179.0,108.0,13.0,1.0,,31.0,4162.0,6465.0,0.0,218.0,0.0,418.0,93.0,942.0,181.0,1376.0,,0.0,8724.0,270.0,84.0,0.0,0.0,0.0,0.0,9717.0,19.0,14103.0,0.0,324.0,9.0,1.0,187.0,16.0,0.0,20.0,6.0,6.0,705.0,,729.0,2.0,3.0,19.0,5.0,,541.0,483.0,5.0,2532.0,6168.0,893.0,920.0,0.0,2762.0,,371.0,2143.0,0.0,9183.0,3.0,73.0,401.0,2165.0,93.0,53.0,0.0,0.0,46.0,0.0,0.0,171.0,126.0,0.0,263.0,0.0,1598.0,21.0,2.0,153.0,2.0,123.0,412.0,54.0,419.0,327.0,350.0,10.0,601.0,198.0,19.0,0.0,278.0,25.0,53.0,0.0,0.0,0.0,0.0,20.0,0.0,49.0,0.0,10.0,331.0,23558.0,375.0,267.0,,0.0,13.0,,308.0,4.0,1558.0,59.0,47.0,0.0,0.0,1.0,45.0,575.0,18780.0,7.0,5.0,955.0,1214.0,6563.0,0.0,201.0,252.0,3557.0,0.0,462.0,10.0,6.0,2015.0,421.0,12836.0,66.0,121.0,0.0,6.0,80.0,792.0,0.0,0.0,331.0,,2604.0,0.0,6.0,250.0,113.0,18.0,29.0,13.0,229.0,0.0,106.0,78.0,5.0,18.0,,6.0,6.0,0.0,0.0,0.0,0.0,1220.0,0.0,2576.0,5.0,0.0,1.0,0.0,3275.0,8.0,,59718.0,172.0,1.0,0.0,6.0,155.0,0.0,1.0,0.0,0.0,0.0,0.0,101.0,19.0,49.0,5678.0,318.0,234.0
2021-03,5.0,261.0,49.0,13.0,0.0,425.0,352.0,,30.0,,3942.0,0.0,976.0,0.0,13.0,373.0,1541.0,9.0,732.0,828.0,7.0,3005.0,71.0,3.0,18.0,0.0,0.0,608.0,,66573.0,8.0,0.0,,254.0,272.0,3.0,839.0,,34.0,10.0,9.0,292.0,54.0,0.0,2563.0,300.0,8.0,5096.0,159.0,101.0,22.0,13.0,,29.0,6093.0,5862.0,8.0,67.0,0.0,224.0,109.0,1045.0,317.0,1305.0,,3.0,2993.0,517.0,94.0,0.0,0.0,0.0,0.0,9212.0,31.0,2971.0,0.0,266.0,8.0,0.0,123.0,1.0,0.0,14.0,39.0,11.0,1626.0,,458.0,3.0,17.0,36.0,0.0,,454.0,430.0,1.0,6074.0,4692.0,258.0,446.0,4.0,6148.0,,932.0,2578.0,0.0,11647.0,0.0,174.0,2213.0,1274.0,308.0,33.0,16.0,0.0,2.0,0.0,0.0,131.0,234.0,0.0,2523.0,0.0,1543.0,25.0,1.0,88.0,0.0,20.0,320.0,114.0,284.0,470.0,188.0,4.0,1200.0,271.0,144.0,0.0,666.0,31.0,7.0,10.0,0.0,0.0,5.0,8.0,0.0,76.0,2.0,5.0,70.0,13099.0,137.0,122.0,,0.0,11.0,,143.0,5.0,975.0,51.0,21.0,0.0,0.0,0.0,104.0,269.0,21024.0,2.0,46.0,2121.0,1638.0,9817.0,0.0,81.0,626.0,502.0,0.0,1025.0,36.0,63.0,3188.0,886.0,12778.0,44.0,176.0,0.0,11.0,203.0,586.0,1.0,0.0,199.0,,2489.0,0.0,10.0,166.0,294.0,5.0,17.0,4.0,153.0,0.0,242.0,16.0,3.0,24.0,,25.0,11.0,0.0,0.0,0.0,0.0,821.0,0.0,2968.0,3.0,0.0,1.0,0.0,6843.0,3.0,,30115.0,366.0,8.0,0.0,2.0,258.0,0.0,1.0,0.0,0.0,4.0,0.0,273.0,272.0,51.0,2820.0,114.0,55.0
2021-04,10.0,92.0,142.0,4.0,0.0,155.0,587.0,,62.0,,9671.0,0.0,988.0,1.0,12.0,945.0,1904.0,2.0,2424.0,1195.0,7.0,3131.0,125.0,0.0,6.0,16.0,0.0,718.0,,82266.0,11.0,0.0,,133.0,295.0,6.0,1056.0,,23.0,18.0,10.0,252.0,39.0,0.0,3218.0,293.0,6.0,12871.0,266.0,229.0,51.0,73.0,,55.0,2579.0,6516.0,74.0,69.0,0.0,157.0,165.0,1847.0,246.0,1361.0,,0.0,2262.0,819.0,50.0,0.0,0.0,0.0,0.0,8874.0,21.0,658.0,0.0,353.0,8.0,0.0,28.0,0.0,0.0,10.0,17.0,9.0,2293.0,,683.0,2.0,2.0,65.0,2.0,,676.0,1163.0,13.0,6540.0,4663.0,103.0,164.0,0.0,52146.0,,1138.0,9331.0,0.0,11461.0,0.0,180.0,1931.0,1067.0,577.0,119.0,87.0,0.0,0.0,0.0,0.0,96.0,250.0,0.0,649.0,0.0,1016.0,13.0,1.0,116.0,0.0,3.0,359.0,43.0,222.0,349.0,201.0,4.0,890.0,221.0,222.0,0.0,1081.0,99.0,3.0,113.0,0.0,0.0,29.0,6.0,0.0,21.0,5.0,7.0,30.0,7606.0,234.0,39.0,,0.0,4.0,,5.0,4.0,611.0,83.0,294.0,0.0,0.0,0.0,359.0,118.0,23584.0,0.0,55.0,4052.0,3429.0,14250.0,0.0,192.0,624.0,117.0,0.0,2179.0,170.0,33.0,4571.0,1041.0,11287.0,27.0,292.0,0.0,6.0,270.0,575.0,1.0,0.0,200.0,,1889.0,0.0,6.0,55.0,176.0,27.0,3.0,1.0,114.0,0.0,324.0,3.0,0.0,6.0,,13.0,109.0,0.0,0.0,4.0,0.0,1965.0,0.0,8594.0,27.0,0.0,2.0,0.0,11260.0,9.0,,19494.0,1642.0,22.0,0.0,1.0,534.0,0.0,1.0,0.0,0.0,1.0,0.0,301.0,323.0,9.0,1509.0,39.0,45.0
2021-05,2.0,93.0,370.0,10.0,0.0,55.0,307.0,,172.0,,15881.0,0.0,475.0,0.0,9.0,383.0,691.0,3.0,1115.0,692.0,10.0,1282.0,361.0,0.0,3.0,5.0,0.0,1549.0,,59010.0,31.0,0.0,,142.0,309.0,1.0,1511.0,,18.0,7.0,8.0,145.0,20.0,0.0,2947.0,131.0,98.0,17276.0,810.0,311.0,44.0,14.0,,48.0,672.0,2531.0,9.0,30.0,0.0,147.0,219.0,1896.0,91.0,1734.0,,4.0,1406.0,462.0,42.0,2.0,0.0,0.0,0.0,5014.0,13.0,286.0,0.0,683.0,18.0,0.0,6.0,0.0,0.0,4.0,17.0,6.0,1669.0,,640.0,3.0,1.0,93.0,0.0,,1072.0,904.0,61.0,1973.0,5057.0,44.0,36.0,0.0,119560.0,,907.0,8237.0,1.0,5321.0,0.0,170.0,601.0,2819.0,444.0,202.0,127.0,0.0,0.0,0.0,0.0,132.0,206.0,0.0,760.0,3.0,433.0,5.0,1.0,879.0,3.0,8.0,333.0,18.0,242.0,98.0,128.0,1.0,333.0,89.0,180.0,0.0,532.0,32.0,9.0,137.0,0.0,0.0,16.0,8.0,0.0,3.0,1.0,97.0,8.0,4004.0,1290.0,22.0,,0.0,1.0,,36.0,5.0,468.0,27.0,4230.0,0.0,0.0,0.0,461.0,139.0,17047.0,1.0,47.0,3833.0,2893.0,5948.0,0.0,195.0,246.0,49.0,0.0,2801.0,95.0,55.0,2203.0,486.0,11353.0,22.0,409.0,0.0,12.0,297.0,365.0,2.0,0.0,117.0,,600.0,0.0,0.0,31.0,56.0,98.0,0.0,2.0,124.0,1.0,176.0,2.0,0.0,3.0,,2.0,828.0,0.0,0.0,12.0,0.0,1912.0,0.0,7396.0,326.0,0.0,97.0,0.0,6451.0,22.0,,15702.0,1660.0,39.0,0.0,1.0,510.0,0.0,0.0,13.0,0.0,2.0,0.0,70.0,92.0,3.0,2195.0,31.0,31.0
2021-06,0.0,135.0,2041.0,0.0,0.0,5.0,72.0,,131.0,,15780.0,0.0,137.0,0.0,0.0,54.0,397.0,0.0,2084.0,196.0,1.0,341.0,344.0,2.0,2.0,0.0,0.0,2243.0,,55275.0,16.0,0.0,,292.0,292.0,5.0,712.0,,151.0,0.0,12.0,59.0,9.0,0.0,3245.0,49.0,819.0,19415.0,626.0,337.0,23.0,4.0,,14.0,83.0,250.0,1.0,21.0,0.0,206.0,246.0,985.0,10.0,1058.0,,11.0,594.0,154.0,8.0,17.0,0.0,0.0,0.0,1554.0,7.0,418.0,0.0,501.0,27.0,0.0,10.0,0.0,0.0,3.0,10.0,4.0,588.0,,1099.0,1.0,1.0,80.0,1.0,,652.0,175.0,131.0,217.0,7913.0,22.0,9.0,0.0,65210.0,,811.0,4062.0,0.0,1438.0,0.0,131.0,284.0,1731.0,452.0,198.0,398.0,0.0,0.0,3.0,0.0,59.0,204.0,0.0,438.0,0.0,119.0,5.0,1.0,1534.0,107.0,3.0,100.0,2.0,140.0,71.0,144.0,0.0,85.0,29.0,63.0,0.0,62.0,8.0,146.0,261.0,0.0,0.0,3.0,26.0,0.0,1.0,0.0,42.0,43.0,3152.0,2374.0,48.0,,0.0,1.0,,22.0,4.0,117.0,12.0,1624.0,0.0,0.0,0.0,817.0,174.0,7846.0,0.0,12.0,3200.0,1474.0,1188.0,0.0,44.0,62.0,76.0,0.0,3709.0,31.0,34.0,3474.0,175.0,14013.0,91.0,455.0,0.0,17.0,98.0,85.0,3.0,0.0,42.0,,145.0,23.0,0.0,28.0,6.0,220.0,2.0,0.0,135.0,5.0,105.0,5.0,1.0,1.0,,5.0,992.0,2.0,0.0,8.0,0.0,2345.0,0.0,2205.0,352.0,0.0,534.0,0.0,1804.0,1545.0,,9334.0,1317.0,51.0,0.0,0.0,473.0,0.0,3.0,39.0,0.0,0.0,0.0,15.0,39.0,1.0,4428.0,989.0,209.0
2021-07,1.0,132.0,1726.0,1.0,0.0,1.0,103.0,,113.0,,9175.0,0.0,64.0,14.0,2.0,52.0,40.0,1.0,6384.0,67.0,1.0,148.0,31.0,1.0,4.0,0.0,0.0,1054.0,,38304.0,45.0,1.0,,495.0,311.0,8.0,349.0,,101.0,0.0,11.0,21.0,15.0,0.0,2903.0,10.0,145.0,14549.0,375.0,1543.0,11.0,0.0,,51.0,16.0,173.0,1.0,15.0,0.0,123.0,565.0,10029.0,3.0,334.0,,10.0,1158.0,65.0,22.0,218.0,0.0,0.0,1.0,792.0,5.0,1752.0,0.0,541.0,41.0,0.0,41.0,0.0,0.0,45.0,62.0,1.0,265.0,,1131.0,3.0,7.0,72.0,0.0,,829.0,54.0,110.0,35.0,35628.0,23.0,66.0,4.0,24461.0,,1518.0,6607.0,0.0,497.0,0.0,116.0,292.0,409.0,306.0,325.0,792.0,0.0,1.0,0.0,0.0,75.0,349.0,0.0,1318.0,4.0,55.0,5.0,0.0,1414.0,76.0,48.0,25.0,4.0,30.0,350.0,535.0,0.0,68.0,17.0,38.0,0.0,8.0,8.0,6697.0,199.0,0.0,0.0,31.0,78.0,0.0,3.0,2.0,8.0,462.0,8735.0,3854.0,578.0,,0.0,2.0,,28.0,4.0,80.0,18.0,719.0,0.0,0.0,0.0,899.0,278.0,3428.0,7.0,18.0,3020.0,1096.0,213.0,0.0,31.0,42.0,272.0,0.0,2086.0,10.0,38.0,495.0,71.0,23466.0,373.0,417.0,0.0,34.0,20.0,16.0,1.0,0.0,10.0,,29.0,18.0,0.0,199.0,38.0,127.0,2.0,0.0,254.0,1.0,37.0,120.0,0.0,0.0,,23.0,2834.0,29.0,0.0,2.0,0.0,5002.0,0.0,1600.0,230.0,0.0,144.0,29.0,605.0,815.0,,9362.0,371.0,144.0,0.0,0.0,472.0,30.0,7.0,1219.0,0.0,0.0,0.0,8.0,16.0,0.0,11162.0,1135.0,1775.0
2021-08,2.0,92.0,353.0,1.0,0.0,44.0,255.0,,211.0,,4739.0,0.0,92.0,82.0,37.0,650.0,126.0,2.0,5200.0,144.0,2.0,735.0,4.0,1.0,27.0,1.0,13.0,631.0,,24043.0,117.0,1.0,,623.0,327.0,25.0,271.0,,23.0,2.0,5.0,103.0,115.0,0.0,1489.0,30.0,47.0,4949.0,464.0,2532.0,16.0,18.0,,96.0,28.0,1010.0,1.0,34.0,4.0,45.0,1011.0,625.0,23.0,215.0,,3.0,3105.0,302.0,54.0,257.0,0.0,0.0,0.0,2591.0,1.0,3159.0,0.0,1687.0,32.0,1.0,232.0,3.0,0.0,96.0,112.0,3.0,768.0,,1594.0,7.0,44.0,81.0,0.0,,1098.0,75.0,22.0,33.0,38904.0,94.0,663.0,5.0,14756.0,,2144.0,17397.0,3.0,1158.0,8.0,353.0,374.0,849.0,793.0,192.0,496.0,0.0,0.0,0.0,0.0,204.0,92.0,0.0,4655.0,7.0,152.0,15.0,0.0,5090.0,6.0,68.0,169.0,7.0,24.0,715.0,2916.0,2.0,165.0,94.0,9.0,0.0,471.0,6.0,5539.0,127.0,0.0,0.0,331.0,150.0,0.0,18.0,11.0,5.0,524.0,22656.0,7639.0,404.0,,0.0,4.0,,331.0,5.0,184.0,39.0,888.0,0.0,0.0,0.0,218.0,238.0,1713.0,297.0,0.0,3600.0,2467.0,97.0,0.0,295.0,81.0,382.0,0.0,786.0,1.0,67.0,289.0,189.0,24662.0,276.0,303.0,0.0,11.0,11.0,50.0,18.0,0.0,22.0,,8.0,1.0,0.0,407.0,164.0,72.0,1.0,0.0,285.0,17.0,102.0,314.0,2.0,0.0,,34.0,6732.0,3.0,0.0,48.0,0.0,3580.0,0.0,5378.0,214.0,0.0,47.0,638.0,844.0,315.0,,33253.0,68.0,207.0,0.0,0.0,435.0,6.0,18.0,10562.0,0.0,0.0,0.0,238.0,103.0,1.0,10305.0,199.0,855.0
2021-09,0.0,57.0,82.0,37.0,1.0,204.0,478.0,,340.0,,1579.0,0.0,290.0,283.0,20.0,866.0,820.0,24.0,1193.0,224.0,16.0,2019.0,1.0,4.0,24.0,38.0,22.0,283.0,,16336.0,129.0,0.0,,98.0,368.0,52.0,744.0,,25.0,0.0,16.0,197.0,186.0,0.0,531.0,153.0,9.0,2189.0,880.0,2109.0,26.0,19.0,,40.0,47.0,1752.0,12.0,79.0,17.0,41.0,513.0,525.0,65.0,624.0,,4.0,1479.0,938.0,66.0,128.0,0.0,0.0,0.0,2225.0,25.0,4071.0,138.0,1442.0,49.0,3.0,88.0,0.0,0.0,15.0,34.0,21.0,1117.0,,1618.0,48.0,15.0,164.0,0.0,,892.0,312.0,46.0,139.0,8916.0,193.0,662.0,4.0,9044.0,,1424.0,12270.0,0.0,1700.0,1.0,328.0,305.0,1607.0,389.0,71.0,420.0,0.0,0.0,10.0,0.0,201.0,30.0,0.0,2365.0,6.0,272.0,97.0,1.0,3415.0,3.0,189.0,465.0,5.0,151.0,401.0,1541.0,0.0,403.0,199.0,4.0,0.0,767.0,10.0,2235.0,392.0,0.0,0.0,172.0,59.0,0.0,18.0,59.0,5.0,97.0,16481.0,9669.0,52.0,,129.0,4.0,,243.0,4.0,162.0,45.0,371.0,0.0,0.0,1.0,30.0,167.0,1033.0,177.0,42.0,4761.0,1896.0,305.0,0.0,280.0,432.0,223.0,0.0,431.0,4.0,24.0,2471.0,973.0,24128.0,179.0,167.0,0.0,10.0,85.0,182.0,48.0,0.0,114.0,,112.0,0.0,1.0,84.0,134.0,163.0,10.0,14.0,319.0,15.0,239.0,111.0,3.0,0.0,,43.0,5138.0,0.0,0.0,44.0,0.0,1254.0,0.0,7344.0,191.0,0.0,8.0,35.0,2485.0,122.0,,54387.0,23.0,152.0,0.0,14.0,443.0,0.0,16.0,7569.0,0.0,0.0,0.0,449.0,249.0,5.0,5209.0,44.0,186.0
2021-10,0.0,36.0,72.0,21.0,0.0,226.0,1087.0,,146.0,,440.0,0.0,467.0,445.0,5.0,558.0,972.0,79.0,318.0,458.0,34.0,3340.0,4.0,0.0,2.0,29.0,20.0,193.0,,11075.0,106.0,0.0,,33.0,487.0,77.0,1317.0,,12.0,0.0,98.0,154.0,65.0,0.0,289.0,214.0,5.0,2084.0,674.0,754.0,9.0,11.0,,23.0,339.0,3609.0,12.0,60.0,11.0,84.0,109.0,196.0,190.0,1344.0,,3.0,571.0,837.0,136.0,50.0,0.0,0.0,1.0,965.0,54.0,4235.0,59.0,1131.0,40.0,2.0,35.0,1.0,0.0,3.0,5.0,20.0,1130.0,,1512.0,44.0,6.0,134.0,0.0,,416.0,601.0,58.0,721.0,1466.0,240.0,299.0,5.0,10307.0,,894.0,5793.0,0.0,1179.0,2.0,366.0,325.0,619.0,153.0,67.0,458.0,0.0,0.0,10.0,0.0,370.0,12.0,0.0,1078.0,47.0,176.0,54.0,1.0,751.0,1.0,24.0,904.0,11.0,578.0,458.0,388.0,1.0,1029.0,180.0,4.0,0.0,431.0,16.0,893.0,441.0,0.0,1.0,51.0,21.0,0.0,3.0,104.0,12.0,20.0,8110.0,2577.0,13.0,,137.0,10.0,,175.0,4.0,246.0,52.0,270.0,0.0,0.0,1.0,13.0,87.0,930.0,13.0,151.0,4878.0,673.0,1346.0,0.0,79.0,301.0,184.0,0.0,49.0,5.0,8.0,9794.0,1738.0,31551.0,56.0,77.0,0.0,2.0,170.0,154.0,318.0,0.0,193.0,,416.0,0.0,1.0,20.0,97.0,209.0,3.0,5.0,393.0,9.0,319.0,19.0,0.0,1.0,,12.0,2478.0,0.0,0.0,4.0,0.0,343.0,0.0,6557.0,214.0,0.0,5.0,2.0,11455.0,57.0,,42827.0,23.0,82.0,0.0,42.0,422.0,0.0,10.0,2698.0,0.0,0.0,0.0,24.0,161.0,5.0,1474.0,12.0,55.0
2021-11,1.0,12.0,28.0,15.0,2.0,170.0,1190.0,,22.0,,327.0,0.0,1547.0,272.0,3.0,783.0,1021.0,76.0,113.0,1051.0,65.0,4233.0,1.0,0.0,0.0,5.0,3.0,260.0,,6857.0,34.0,0.0,,12.0,452.0,87.0,661.0,,15.0,1.0,61.0,337.0,8.0,0.0,589.0,92.0,1.0,2323.0,239.0,65.0,1.0,5.0,,14.0,2464.0,10965.0,5.0,199.0,5.0,77.0,152.0,316.0,258.0,1826.0,,15.0,674.0,304.0,236.0,22.0,0.0,0.0,10.0,1476.0,35.0,4210.0,2.0,2055.0,20.0,0.0,36.0,0.0,0.0,1.0,2.0,8.0,2244.0,,819.0,21.0,7.0,74.0,0.0,,169.0,1716.0,55.0,4011.0,425.0,274.0,85.0,9.0,10844.0,,648.0,3456.0,2.0,1728.0,1.0,153.0,581.0,92.0,54.0,78.0,150.0,0.0,3.0,5.0,0.0,831.0,3.0,3.0,696.0,111.0,226.0,25.0,1.0,629.0,0.0,5.0,852.0,30.0,923.0,344.0,101.0,0.0,1313.0,204.0,3.0,0.0,452.0,45.0,392.0,253.0,0.0,0.0,32.0,38.0,0.0,6.0,374.0,8.0,4.0,4268.0,1515.0,10.0,,10.0,46.0,,80.0,5.0,1033.0,206.0,108.0,0.0,0.0,16.0,2.0,50.0,987.0,0.0,165.0,5373.0,280.0,7134.0,0.0,36.0,117.0,303.0,0.0,225.0,0.0,10.0,8377.0,1726.0,36726.0,11.0,41.0,0.0,8.0,118.0,120.0,305.0,0.0,478.0,,1530.0,0.0,1.0,7.0,119.0,74.0,0.0,0.0,140.0,0.0,179.0,6.0,1.0,6.0,,1.0,1566.0,0.0,0.0,0.0,0.0,132.0,0.0,6231.0,462.0,0.0,1.0,5.0,18246.0,34.0,,30237.0,53.0,82.0,0.0,6.0,264.0,1.0,5.0,3313.0,0.0,0.0,0.0,7.0,60.0,0.0,692.0,6.0,28.0
